Unnamed: 0,property_name,per_sqft,bedroom,bathroom,configuration,area,area_type,floor_number,facing,age_possession,location,property_type,price_cr,Luxury_score,society_encoded,sector_encoded
2197,Sector 4,15272.0,5,5,5,4518.0,Super Built-up,0.0,Unknown,RESALE,"Sector 4, Gurgaon",House,6.9,14,5.035714285714286,5.183333333333334
2198,"Block C, Sushant Lok Phase 1",29240.0,4,4,4,3762.0,Super Built-up,0.0,East,RESALE,ansal villa,House,11.0,6,11.0,8.013333333333334
2199,"Block C, Sushant Lok Phase 1",49096.0,6,6,6,1935.0,Covered,0.0,Unknown,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,9.5,18,7.60448275862069,8.013333333333334
2200,"Block C, Sushant Lok Phase 1",42636.0,6,6,6,1935.0,Super Built-up,2.0,East,RESALE,18 Mtr East,House,8.25,12,8.25,8.013333333333334
2201,Block C South city 1,263888.0,17,18,17,360.0,Covered,0.0,North-East,RESALE,"Block C South city 1, Gurgaon",House,9.5,18,12.420000000000002,12.420000000000002
2202,DLF Phase 4,35494.0,5,5,5,3240.0,Super Built-up,0.0,Unknown,RESALE,"DLF Phase 4, Gurgaon",House,11.5,6,12.714285714285714,14.622
2203,Sector-5 Sohna,11450.0,3,3,3,1340.0,Super Built-up,0.0,East,RESALE,Golden Park,House,1.5,20,1.5,1.5
2204,Sector 82,27546.0,4,4,4,2160.0,Super Built-up,0.0,East,RESALE,Vatika Signature Villas,House,5.95,0,8.50625,5.451621621621622
2205,Palam Vihar,30864.0,9,8,9,2430.0,Super Built-up,0.0,North,RESALE,"Palam Vihar, Gurgaon",House,7.5,0,7.0,6.513333333333333
2206,Palam Vihar,10149.0,6,5,6,4680.0,Super Built-up,0.0,Unknown,RESALE,"Palam Vihar, Gurgaon",House,4.75,6,7.0,6.513333333333333
2207,Sector 56,34507.0,4,4,4,1449.0,Super Built-up,0.0,Unknown,RESALE,"Sector 56, Gurgaon",House,5.0,6,6.5225,4.152083333333334
2208,S Block DLF Phase 3,33148.0,2,2,2,540.0,Super Built-up,0.0,East,RESALE,"S Block DLF Phase 3, Gurgaon",House,1.79,18,11.395,11.93
2209,Block E sector 56,55556.0,4,4,4,540.0,Super Built-up,0.0,Unknown,RESALE,"Block E sector 56, Gurgaon",House,3.0,6,3.0,3.0
2210,Block G Sector-57,28241.0,6,5,6,2160.0,Super Built-up,0.0,Unknown,RESALE,"Block G Sector-57, Gurgaon",House,6.1,0,6.1,6.1
2211,DLF Phase 5,127777.0,3,3,3,270.0,Super Built-up,0.0,East,RESALE,DLF Exclusive Floors,House,3.45,0,4.066666666666666,6.720000000000001
2212,Palam Vihar,29461.0,4,4,4,594.0,Covered,0.0,Unknown,RESALE,"Palam Vihar, Gurgaon",House,1.75,12,7.0,6.513333333333333
2213,Sector 33,24444.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,11.0,30,13.34451612903226,13.652424242424244
2214,DLF Phase 4,33179.0,5,4,5,3240.0,Super Built-up,0.0,North-East,RESALE,"DLF Phase 4, Gurgaon",House,10.75,0,12.714285714285714,14.622
2215,Sector 33,26000.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,11.7,21,13.34451612903226,13.652424242424244
2216,Sushant Lok Phase 1,15937.0,5,6,5,8000.0,Built-up,0.0,Unknown,RESALE,Independent villa,House,12.75,6,12.75,12.1676
2217,Malibu Town,14210.0,6,7,6,9500.0,Built-up,0.0,Unknown,RESALE,Spacious Villa,House,13.5,6,19.116666666666667,10.055652173913044
2218,Sector 46,37267.0,6,6,6,1449.0,Super Built-up,0.0,North-East,RESALE,"Sector 46, Gurgaon",House,5.4,6,6.94625,10.24962962962963
2219,Sector 46,36079.0,9,9,9,2367.0,Super Built-up,0.0,North-East,RESALE,"Sector 46, Gurgaon",House,8.54,12,6.94625,10.24962962962963
2220,"Block C, Sushant Lok Phase 1",43928.0,5,3,5,1935.0,Super Built-up,0.0,North,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,8.5,12,7.60448275862069,8.013333333333334
2221,Sushant Lok Phase 1,74074.0,10,10,10,540.0,Super Built-up,0.0,East,RESALE,Ansal Sushant Lok Plots,House,4.0,6,4.3500000000000005,12.1676
2222,Sector 23A,24926.0,6,4,6,2367.0,Super Built-up,0.0,North,RESALE,Sector 23A,House,5.9,18,5.9,5.17
2223,Sector 4,16111.0,2,1,2,4500.0,Super Built-up,0.0,Unknown,RESALE,Urban Estate Residents Welfare Association,House,7.25,18,7.25,5.183333333333334
2224,Sector 46,44444.0,3,3,3,900.0,Super Built-up,0.0,North-East,RESALE,huda,House,4.0,6,5.166666666666667,10.24962962962963
2225,Sector 48,37037.0,4,4,4,3240.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,12.0,6,13.639655172413793,9.550147058823528
2226,Sector 46,38435.0,3,3,3,1440.0,Super Built-up,0.0,North-East,RESALE,RWA Sector 46,House,5.5,6,7.885,10.24962962962963
2227,Sector 14,30987.0,3,3,3,4518.0,Super Built-up,0.0,North,RESALE,Sector 14 RWA,House,14.0,0,9.625,9.61875
2228,Sector 14,27888.0,4,4,4,4518.0,Super Built-up,0.0,Unknown,RESALE,Sector 14 RWA,House,12.6,0,9.625,9.61875
2229,Sector 14,29778.0,2,2,2,2250.0,Super Built-up,0.0,North,RESALE,rwa sector 17,House,6.7,6,6.7,9.61875
2230,New Colony,23684.0,3,3,3,1710.0,Super Built-up,0.0,Unknown,RESALE,"New Colony, Gurgaon",House,4.05,6,5.525,5.525
2231,Block S Uppals Southend,36084.0,5,5,5,2799.0,Super Built-up,0.0,North-East,RESALE,"Block S Uppals Southend, Gurgaon",House,10.1,6,10.9625,9.39
2232,Sector 14,27667.0,3,3,3,4518.0,Super Built-up,0.0,Unknown,RESALE,Sector 14 RWA,House,12.5,0,9.625,9.61875
2233,Sector 14,30000.0,3,3,3,2250.0,Super Built-up,0.0,North,RESALE,Sector 14 RWA,House,6.75,0,9.625,9.61875
2234,Sector 33,28704.0,7,8,7,10800.0,Super Built-up,0.0,Unknown,RESALE,Unitech Uniworld Resorts,House,31.0,0,13.34451612903226,13.652424242424244
2235,Sector-33 Sohna,32206.0,4,4,4,3105.0,Super Built-up,0.0,North-East,RESALE,Central Park Flower Valley,House,10.0,18,7.949076923076924,6.4413829787234045
2236,Sector 45,40850.0,6,6,6,1836.0,Built-up,0.0,North-East,RESALE,Sector 45,House,7.5,6,7.5,6.526818181818182
2237,Sector 40,34507.0,5,5,5,1449.0,Built-up,0.0,Unknown,RESALE,"Sector 40, Gurgaon",House,5.0,0,6.327500000000001,6.006
2238,Nirvana Country,31481.0,5,5,5,2700.0,Super Built-up,0.0,Unknown,RESALE,"Nirvana Country, Gurgaon",House,8.5,14,16.0,9.31625
2239,Sector 71,26620.0,4,5,4,2160.0,Covered,0.0,North,RESALE,Unitech Nirvana Country 2,House,5.75,12,7.133333333333333,5.482307692307692
2240,Sector 46,39906.0,8,8,8,2368.0,Super Built-up,0.0,East,RESALE,"Sector 46, Gurgaon",House,9.45,12,6.94625,10.24962962962963
2241,Sector 33,26666.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,12.0,21,13.34451612903226,13.652424242424244
2242,Sector 9,26193.0,5,3,5,2367.0,Super Built-up,0.0,North-East,RESALE,"Sector 9, Gurgaon",House,6.2,6,4.2,3.95
2243,Sector 22,29560.0,4,4,4,2368.0,Super Built-up,0.0,Unknown,RESALE,Saksham Welfare Association,House,7.0,6,6.925,7.725
2244,Sector 22,28517.0,3,3,3,2367.0,Super Built-up,0.0,North-East,RESALE,Saksham Welfare Association,House,6.75,6,6.925,7.725
2245,Sector 22,28517.0,3,3,3,2367.0,Super Built-up,0.0,North-East,RESALE,Saksham Welfare Association,House,6.75,6,6.925,7.725
2246,Sector 66,50329.0,4,4,4,2583.0,Super Built-up,0.0,Unknown,RESALE,Emaar MGF Marbella,House,13.0,19,17.92925925925926,8.949036144578313
2247,"Block C, Sushant Lok Phase 1",46296.0,5,5,5,540.0,Covered,0.0,North-East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,2.5,18,7.60448275862069,8.013333333333334
2248,"Block C, Sushant Lok Phase 1",62037.0,11,11,11,540.0,Super Built-up,0.0,North-East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,3.35,0,7.60448275862069,8.013333333333334
2249,Sector 109,349819.0,5,5,5,272.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.52,6,11.018378378378378,9.683529411764706
2250,Krishna Colony,162393.0,5,3,5,117.0,Super Built-up,1.0,Unknown,RESALE,D C Residency,House,1.9,12,1.9,1.9
2251,Sector 59,20833.0,4,4,4,6000.0,Covered,0.0,Unknown,RESALE,Raisina Residency,House,15.0,26,15.0,6.363809523809524
2252,Nirvana Country,51080.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,Unitech Deerwood Chase,House,16.55,6,14.216666666666669,9.31625
2253,Nirvana Country,50926.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,Unitech Deerwood Chase,House,16.5,6,14.216666666666669,9.31625
2254,Sector 54,89506.0,5,5,5,3240.0,Super Built-up,0.0,Unknown,RESALE,Emaar The Palm Springs,House,29.0,35,29.5,22.56153846153846
2255,DLF Phase 1,47222.0,4,4,4,1800.0,Super Built-up,0.0,East,RESALE,"DLF Phase 1, Gurgaon",House,8.5,0,19.94,21.43235294117647
2256,Palam Vihar,25720.0,6,6,6,2430.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,6.25,0,5.860769230769231,6.513333333333333
2257,Sector 23A,33333.0,6,3,6,900.0,Super Built-up,0.0,North,RESALE,"Sector 23A, Gurgaon",House,3.0,0,4.858,5.17
2258,Sector 23,29573.0,4,4,4,2367.0,Super Built-up,0.0,Unknown,RESALE,"Sector 23, Gurgaon",House,7.0,0,7.375,7.084999999999999
2259,Sector 14,25111.0,3,3,3,2250.0,Super Built-up,0.0,North-East,RESALE,Sector 14 RWA,House,5.65,0,9.625,9.61875
2260,DLF Phase 2,48888.0,6,7,6,4500.0,Built-up,0.0,Unknown,RESALE,Spacious Villa in DLF 2,House,22.0,6,22.0,14.284594594594594
2261,DLF Phase 1,19210.0,6,7,6,9500.0,Built-up,0.0,Unknown,RESALE,Independent Villa,House,18.25,6,17.31875,21.43235294117647
2262,Sector 43,55556.0,6,6,6,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 43, Gurgaon",House,5.0,6,8.34,7.4422727272727265
2263,Sector 43,47964.0,6,6,6,1449.0,Super Built-up,0.0,East,RESALE,"Sector 43, Gurgaon",House,6.95,0,8.34,7.4422727272727265
2264,Sector 42,61111.0,6,6,6,900.0,Super Built-up,0.0,North,RESALE,"Sector 42, Gurgaon",House,5.5,6,9.02,30.463636363636365
2265,Sector 42,62112.0,16,16,16,1449.0,Super Built-up,0.0,North,RESALE,"Sector 42, Gurgaon",House,9.0,6,9.02,30.463636363636365
2266,Sector 43,49344.0,8,4,8,1449.0,Super Built-up,0.0,North,RESALE,"Sector 43, Gurgaon",House,7.15,0,8.34,7.4422727272727265
2267,Sector 43,48309.0,6,6,6,1449.0,Super Built-up,0.0,North,RESALE,"Sector 43, Gurgaon",House,7.0,6,8.34,7.4422727272727265
2268,Sector 43,65741.0,8,8,8,540.0,Super Built-up,0.0,North,RESALE,"Sector 43, Gurgaon",House,3.55,6,8.34,7.4422727272727265
2269,"Sushant Lok 2,Sector 55",33093.0,5,5,5,2493.0,Super Built-up,0.0,Unknown,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,8.25,14,6.966666666666667,7.768181818181818
2270,Sector 40,35887.0,6,6,6,1449.0,Built-up,0.0,North-East,RESALE,North East Facing,House,5.2,0,5.725,6.006
2271,DLF Phase 1,45710.0,4,4,4,2844.0,Super Built-up,1.0,North,RESALE,"DLF Phase 1, Gurgaon",House,13.0,18,19.94,21.43235294117647
2272,Palam Vihar,31986.0,3,3,3,594.0,Super Built-up,0.0,North,RESALE,Ansals Palam Vihar,House,1.9,0,5.860769230769231,6.513333333333333
2273,Sector 45,63889.0,10,10,10,540.0,Super Built-up,0.0,East,RESALE,"Sector 45, Gurgaon",House,3.45,12,7.14,6.526818181818182
2274,Saraswati Vihar,29630.0,9,7,9,1350.0,Super Built-up,0.0,East,RESALE,"Saraswati Vihar, Gurgaon",House,4.0,6,4.0,4.0
2275,Sushant Lok Phase 2,41666.0,12,12,12,2040.0,Super Built-up,0.0,East,RESALE,"Sector 57 , Gurgaon",House,8.5,0,8.5,10.508333333333333
2276,"Block C, Sushant Lok Phase 1",44444.0,7,7,7,1800.0,Covered,0.0,East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,8.0,12,7.60448275862069,8.013333333333334
2277,Sector 28,308333.0,5,6,5,300.0,Super Built-up,0.0,East,RESALE,Suncity Essel Towers,House,9.25,6,6.664,7.902857142857143
2278,DLF Cyber City,46296.0,5,5,5,2700.0,Covered,0.0,North-East,RESALE,"DLF Cyber City, Gurgaon",House,12.5,18,10.15,10.15
2279,Nirvana Country,444444.0,5,5,5,360.0,Super Built-up,0.0,Unknown,RESALE,Nirvana Cedar Crest,House,16.0,12,16.5,9.31625
2280,"Sushant Lok 2,Sector 55",49382.0,14,13,14,1620.0,Super Built-up,0.0,North,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,8.0,6,6.966666666666667,7.768181818181818
2281,Huda,32540.0,8,8,8,3150.0,Super Built-up,0.0,East,RESALE,"Huda, Gurgaon",House,10.25,18,8.33,8.33
2282,Nirvana Country,49779.0,4,4,4,4518.0,Super Built-up,0.0,Unknown,RESALE,Unitech Nirvana Birch Court,House,22.49,6,15.329999999999998,9.31625
2283,Nirvana Country,46296.0,5,5,5,3240.0,Super Built-up,0.0,North,RESALE,Unitech Espace,House,15.0,0,16.74888888888889,9.31625
2284,Nirvana Country,50925.0,4,4,4,2160.0,Super Built-up,0.0,North,RESALE,Unitech Aspen Greens,House,11.0,0,13.45,9.31625
2285,Nirvana Country,46125.0,4,4,4,2439.0,Super Built-up,0.0,North,RESALE,Unitech Nirvana Birch Court,House,11.25,6,15.329999999999998,9.31625
2286,Nirvana Country,43210.0,3,3,3,3240.0,Super Built-up,0.0,North,RESALE,Unitech Deerwood Chase,House,14.0,0,14.216666666666669,9.31625
2287,Samaspur,76252.0,20,20,20,1836.0,Super Built-up,0.0,North,RESALE,huda plot sector 51,House,14.0,6,14.0,14.0
2288,Sector 82,18518.0,6,7,6,400.0,Super Built-up,0.0,North-East,RESALE,Vatika Signature Villas,House,10.0,18,8.50625,5.451621621621622
2289,Sector 5,26193.0,4,3,4,2367.0,Super Built-up,4.0,Unknown,RESALE,"Sector 5, Gurgaon",House,6.2,0,5.233333333333333,5.233333333333333
2290,Block M South City 1,42424.0,4,4,4,2475.0,Super Built-up,4.0,South,RESALE,275yds Built up,House,10.5,0,10.5,11.333333333333334
2291,South City 1,35494.0,4,4,4,3240.0,Super Built-up,0.0,South,RESALE,Block D,House,11.5,0,11.5,9.38
2292,Sector 33,26111.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,11.75,21,13.34451612903226,13.652424242424244
2293,DLF Phase 1,61111.0,6,6,6,9000.0,Super Built-up,0.0,Unknown,RESALE,DLF Qutub Plaza,House,55.0,0,55.0,21.43235294117647
2294,"Block C, Sushant Lok Phase 1",43669.0,6,6,6,1935.0,Super Built-up,0.0,East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,8.45,0,7.60448275862069,8.013333333333334
2295,DLF Phase 2,45185.0,5,5,5,2700.0,Super Built-up,0.0,Unknown,RESALE,"DLF Phase 2, Gurgaon",House,12.2,12,13.2,14.284594594594594
2296,Block S Uppals Southend,39300.0,5,5,5,2799.0,Super Built-up,0.0,Unknown,RESALE,"Block S Uppals Southend, Gurgaon",House,11.0,18,10.9625,9.39
2297,Nirvana Country,50926.0,4,4,4,2160.0,Super Built-up,0.0,Unknown,RESALE,Unitech Deerwood Chase,House,11.0,6,14.216666666666669,9.31625
2298,Sector 82,32407.0,4,6,4,2160.0,Built-up,0.0,North,RESALE,Vatika Signature Villas,House,7.0,8,8.50625,5.451621621621622
2299,Sector 14,27778.0,3,2,3,2250.0,Super Built-up,0.0,Unknown,RESALE,Sector 14 RWA,House,6.25,6,9.625,9.61875
2300,Sector 14,34722.0,3,3,3,3600.0,Super Built-up,4.0,Unknown,RESALE,"Sector 14, Gurgaon",House,12.5,0,12.5,9.61875
2301,Sector 49,46111.0,4,4,4,540.0,Super Built-up,0.0,Unknown,RESALE,Eros Rosewood City,House,2.49,0,7.948749999999999,4.587948717948718
2302,Sector 48,37037.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,12.0,6,13.639655172413793,9.550147058823528
2303,Sector 48,42857.0,3,3,3,2100.0,Super Built-up,0.0,Unknown,RESALE,Vipul World,House,9.0,6,5.725,9.550147058823528
2304,Sector 109,350919.0,5,5,5,272.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.55,6,11.018378378378378,9.683529411764706
2305,Sector 109,351286.0,5,5,5,272.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.56,23,11.018378378378378,9.683529411764706
2306,Sector 109,349632.0,5,5,5,272.0,Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.51,6,11.018378378378378,9.683529411764706
2307,Sector 109,351838.0,5,5,5,272.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.57,6,11.018378378378378,9.683529411764706
2308,Sector 109,350000.0,5,5,5,272.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.52,20,11.018378378378378,9.683529411764706
2309,Sector 45,50000.0,3,3,3,540.0,Super Built-up,3.0,North-East,RESALE,Palm Floors 1,House,2.6,0,2.6,6.526818181818182
2310,Sector 109,352941.0,4,4,4,272.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.6,6,11.018378378378378,9.683529411764706
2311,Huda Sector,35727.0,8,8,8,2799.0,Covered,0.0,North,RESALE,"Huda Sector, Gurgaon",House,10.0,0,10.0,10.0
2312,Sector 46,55978.0,17,17,17,2367.0,Super Built-up,4.0,North,RESALE,"Sector 46, Gurgaon",House,13.25,7,6.94625,10.24962962962963
2313,Sector 38,41929.0,36,36,36,4770.0,Super Built-up,0.0,North-East,RESALE,"Sector 38, Gurgaon",House,20.0,7,20.0,10.166666666666666
2314,Sector 52,59761.0,32,32,32,4518.0,Super Built-up,0.0,Unknown,RESALE,Sector 52,House,27.0,7,27.0,5.501818181818181
2315,Sector 47,44360.0,11,11,11,2367.0,Super Built-up,3.0,Unknown,RESALE,"Sector 47, Gurgaon",House,10.5,7,9.261666666666668,6.4425
2316,Sector 47,50926.0,6,6,6,540.0,Super Built-up,4.0,North,RESALE,"Sector 47, Gurgaon",House,2.75,13,9.261666666666668,6.4425
2317,Sector 31,44858.0,6,6,6,1449.0,Super Built-up,0.0,North-East,RESALE,Sector 31,House,6.5,7,6.5,8.225
2318,Block Q South City 1,64815.0,5,5,5,540.0,Super Built-up,4.0,South,RESALE,South City 1,House,3.5,21,3.5,4.5
2319,Sector 39,29573.0,8,8,8,2367.0,Super Built-up,5.0,South-East,RESALE,Sector 39,House,7.0,7,7.0,6.75
2320,Sector 40,38023.0,10,10,10,2367.0,Super Built-up,0.0,Unknown,RESALE,Sector 40,House,9.0,7,9.0,6.006
2321,Sector 47,35910.0,10,10,10,2367.0,Super Built-up,3.0,South-West,RESALE,Sector 47,House,8.5,7,6.125,6.4425
2322,South City 1,44444.0,3,3,3,540.0,Super Built-up,0.0,South,RESALE,"South City 1, Gurgaon",House,2.4,7,11.285714285714286,9.38
2323,Sector 39,34507.0,7,7,7,1449.0,Super Built-up,0.0,North-East,RESALE,Sector39,House,5.0,13,5.0,6.75
2324,Sector 40,38992.0,9,9,9,1449.0,Super Built-up,0.0,Unknown,RESALE,Sector40,House,5.65,7,5.075,6.006
2325,Sector 40,45454.0,6,6,6,990.0,Super Built-up,0.0,Unknown,RESALE,Sector40,House,4.5,7,5.075,6.006
2326,Sector 52,47778.0,7,7,7,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 52, Gurgaon",House,4.3,7,4.33,5.501818181818181
2327,Mayfield Garden,43586.0,9,9,9,2295.0,Super Built-up,0.0,East,RESALE,independent house,House,7.0,6,4.3,9.75
2328,V Block DLF Phase 3,32602.0,4,5,4,1687.0,Super Built-up,0.0,East,RESALE,Cyber City,House,5.5,6,9.848125,6.586
2329,Sector 81,23116.0,6,6,6,5840.0,Super Built-up,0.0,East,RESALE,Bestech Park View Grand Spa,House,13.5,12,5.356,3.7062857142857135
2330,Sushant Lok Phase 1,38276.0,16,16,16,4572.0,Super Built-up,0.0,East,RESALE,"Sushant Lok Phase 1, Gurgaon",House,17.5,6,11.391666666666666,12.1676
2331,Block M DLF phase 2,51680.0,5,5,5,1935.0,Super Built-up,0.0,North,RESALE,North Duplex Luxury,House,10.0,6,10.0,11.75
2332,Sector 7,22222.0,6,6,6,2025.0,Super Built-up,0.0,Unknown,RESALE,"Sector 7, Gurgaon",House,4.5,0,4.675,4.971428571428571
2333,Sector 51,46584.0,5,5,5,1449.0,Super Built-up,0.0,North-East,RESALE,"Sector 51, Gurgaon",House,6.75,6,5.575,5.1000000000000005
2334,Sector 40,43333.0,3,6,3,900.0,Super Built-up,0.0,North,RESALE,"Sector 40, Gurgaon",House,3.9,6,6.327500000000001,6.006
2335,Sector 109,39095.0,4,4,4,2430.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,9.5,8,11.018378378378378,9.683529411764706
2336,Palam Vihar,24691.0,6,6,6,2430.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,6.0,6,5.860769230769231,6.513333333333333
2337,"Block C, Sushant Lok Phase 1",47847.0,16,18,16,3762.0,Super Built-up,4.0,East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,18.0,6,7.60448275862069,8.013333333333334
2338,Sector 109,31276.0,5,6,5,2430.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,7.6,6,11.018378378378378,9.683529411764706
2339,Sector 50,40189.0,4,5,4,4230.0,Super Built-up,0.0,East,RESALE,SS Hibiscus,House,17.0,14,18.5,10.175
2340,DLF Phase 1,48889.0,5,7,5,4500.0,Super Built-up,0.0,Unknown,RESALE,DLF Silver Oaks,House,22.0,6,22.0,21.43235294117647
2341,Greenwood City,33333.0,5,6,5,4500.0,Super Built-up,0.0,Unknown,RESALE,"Greenwood City, Gurgaon",House,15.0,0,22.07,21.308333333333334
2342,Nirvana Country,43210.0,4,5,4,3240.0,Super Built-up,0.0,Unknown,RESALE,Unitech Deerwood Chase,House,14.0,0,14.216666666666669,9.31625
2343,BLOCK F Block E Greenwood City,37000.0,6,6,6,5000.0,Built-up,0.0,North-East,RESALE,"BLOCK F Block E Greenwood City, Gurgaon",House,18.5,0,18.5,18.5
2344,Sector 82,19230.0,4,4,4,6000.0,Super Built-up,0.0,East,RESALE,Vatika Signature Villas,House,12.5,0,8.50625,5.451621621621622
2345,Block B Rajendra Park,142857.0,4,2,4,56.0,Super Built-up,0.0,Unknown,RESALE,"Block B Rajendra Park, Gurgaon",House,0.8,6,1.015,0.956
2346,Sector 33,27888.0,5,5,5,4518.0,Super Built-up,0.0,North,RESALE,Unitech Uniworld Resorts,House,12.6,6,13.34451612903226,13.652424242424244
2347,Sector 33,243027.0,5,5,5,502.0,Super Built-up,3.0,East,RESALE,Unitech Uniworld Resorts,House,12.2,0,13.34451612903226,13.652424242424244
2348,Sector 40,285171.0,9,9,9,263.0,Super Built-up,0.0,Unknown,RESALE,Huda Plots,House,7.5,0,6.5,6.006
2349,Sector 10,269607.0,7,5,7,204.0,Super Built-up,3.0,North-East,RESALE,Huda Plots,House,5.5,0,6.5,6.5
2350,South City 1,43333.0,5,7,5,4500.0,Covered,0.0,South,RESALE,"South City 1, Gurgaon",House,19.5,18,11.285714285714286,9.38
2351,Huda,28728.0,6,6,6,2367.0,Covered,0.0,East,RESALE,"Huda, Gurgaon",House,6.8,12,8.33,8.33
2352,Manohar Nagar,13888.0,4,2,4,540.0,Super Built-up,2.0,Unknown,RESALE,"Manohar Nagar, Gurgaon",House,0.75,0,0.75,0.75
2353,Sector 49,32222.0,3,3,3,1350.0,Super Built-up,0.0,North,RESALE,Eros Rosewood Villas,House,4.35,6,4.35,4.587948717948718
2354,Malibu Town,11250.0,3,3,3,2000.0,Super Built-up,0.0,North-East,RESALE,Malibu Towne,House,2.25,0,12.05888888888889,10.055652173913044
2355,Sector 48,33295.0,3,3,3,2583.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,8.6,15,13.639655172413793,9.550147058823528
2356,Suncity,18684.0,6,7,6,9500.0,Built-up,0.0,Unknown,RESALE,"Suncity, Gurgaon",House,17.75,0,14.625,17.568181818181817
2357,Uppals Southend,242307.0,5,5,5,260.0,Super Built-up,0.0,North-East,RESALE,SS Aaron Ville,House,6.3,30,6.699999999999999,10.275
2358,Sector 52,48444.0,6,6,6,900.0,Super Built-up,0.0,North-East,RESALE,"Sector 52, Gurgaon",House,4.36,14,4.33,5.501818181818181
2359,Sector 46,40444.0,3,3,3,900.0,Super Built-up,0.0,North,RESALE,RWA Sector 46,House,3.64,6,7.885,10.24962962962963
2360,Sector 52,8333.0,3,3,3,2700.0,Super Built-up,0.0,Unknown,RESALE,Ardee City,House,2.25,12,2.25,5.501818181818181
2361,Sector 10A,32222.0,2,2,2,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 10A, Gurgaon",House,2.8,6,4.725,4.091666666666667
2362,Sector 1 Imt Manesar,20439.0,30,27,30,2690.0,Super Built-up,0.0,Unknown,RESALE,"Sector 1 Imt Manesar, Gurgaon",House,5.5,0,7.05,5.243333333333333
2363,Sector 66,54043.0,5,5,5,3240.0,Super Built-up,0.0,North-East,RESALE,Emaar MGF Marbella,House,17.51,6,17.92925925925926,8.949036144578313
2364,Sector 66,53333.0,5,5,5,3240.0,Super Built-up,0.0,North-East,RESALE,Emaar MGF Marbella,House,17.28,6,17.92925925925926,8.949036144578313
2365,Sector 66,54166.0,5,5,5,3240.0,Super Built-up,0.0,North-East,RESALE,Emaar MGF Marbella,House,17.55,6,17.92925925925926,8.949036144578313
2366,Suncity,47839.0,6,6,6,3240.0,Super Built-up,0.0,Unknown,RESALE,"Suncity, Gurgaon",House,15.5,18,14.625,17.568181818181817
2367,Sector 54,92592.0,5,6,5,3240.0,Covered,0.0,North-East,RESALE,Emaar The Palm Springs,House,30.0,18,29.5,22.56153846153846
2368,Sector 109,16667.0,4,4,4,5400.0,Super Built-up,0.0,East,RESALE,International City by SOBHA Phase 2,House,9.0,18,11.823333333333332,9.683529411764706
2369,DLF Phase 2,67901.0,5,5,5,3240.0,Super Built-up,0.0,East,RESALE,Emaar MGF The Vilas,House,22.0,6,21.47,14.284594594594594
2370,Sector 108,34979.0,5,6,5,2430.0,Super Built-up,0.0,North-East,RESALE,Sobha City,House,8.5,6,4.504222222222222,4.32938775510204
2371,Sector 108,37037.0,5,5,5,2430.0,Super Built-up,0.0,North,RESALE,Sobha City,House,9.0,6,4.504222222222222,4.32938775510204
2372,DLF Phase 1,83333.0,20,20,20,9000.0,Super Built-up,0.0,East,RESALE,"DLF Phase 1, Gurgaon",House,75.0,6,19.94,21.43235294117647
