Unnamed: 0,property_name,per_sqft,bedroom,bathroom,configuration,area,area_type,floor_number,facing,age_possession,location,property_type,price_cr,Luxury_score,society_encoded,sector_encoded
1588,Sector 72,19656.0,4,4,4,6105.0,Built-up,0.0,North-East,RESALE,Tata Primanti,House,12.0,6,10.627407407407407,10.318928571428572
1589,Sector 72,51709.0,4,4,4,2340.0,Super Built-up,0.0,North-East,RESALE,Tata Primanti,House,12.1,6,10.627407407407407,10.318928571428572
1590,Sector 109,38066.0,4,4,4,2430.0,Super Built-up,0.0,North-East,RESALE,Sobha International City Phase 3,House,9.25,6,13.261538461538462,9.683529411764706
1591,Sector 7,21556.0,3,3,3,2250.0,Super Built-up,0.0,Unknown,RESALE,"Sector 7, Gurgaon",House,4.85,6,4.675,4.971428571428571
1592,"Block C, Sushant Lok Phase 1",49096.0,5,6,5,1935.0,Covered,0.0,Unknown,RESALE,Modern Type Villa,House,9.5,12,9.5,8.013333333333334
1593,"Block C, Sushant Lok Phase 1",34556.0,10,10,10,3762.0,Super Built-up,2.0,Unknown,RESALE,Floorwise House,House,13.0,6,11.875,8.013333333333334
1594,Sushant Lok Phase 1,30851.0,5,6,5,4230.0,Covered,0.0,East,RESALE,"Sushant Lok Phase 1, Gurgaon",House,13.05,18,11.391666666666666,12.1676
1595,Sector 48,34188.0,7,7,7,2340.0,Super Built-up,0.0,Unknown,RESALE,Eldeco Mansionz,House,8.0,6,8.466666666666667,9.550147058823528
1596,Sector 41,37627.0,4,4,4,4518.0,Super Built-up,0.0,Unknown,RESALE,"Sector 41, Gurgaon",House,17.0,0,17.0,17.0
1597,Sector 66,56180.0,4,5,4,2403.0,Covered,0.0,East,RESALE,Emaar MGF Marbella,House,13.5,18,17.92925925925926,8.949036144578313
1598,Sector 7,12980.0,4,4,4,3186.0,Super Built-up,0.0,North-East,RESALE,Jmv Homes,House,6.75,0,6.75,4.971428571428571
1599,"Block C, Sushant Lok Phase 1",47581.0,12,13,12,3762.0,Super Built-up,0.0,North,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,17.9,6,7.60448275862069,8.013333333333334
1600,DLF Phase 1,46000.0,7,8,7,5000.0,Covered,0.0,Unknown,RESALE,"DLF Phase 1, Gurgaon",House,23.0,12,19.94,21.43235294117647
1601,DLF Phase 2,35000.0,7,8,7,5000.0,Super Built-up,0.0,North-East,RESALE,"DLF Phase 2, Gurgaon",House,17.5,6,13.2,14.284594594594594
1602,DLF Phase 2,38000.0,7,8,7,5000.0,Covered,0.0,North-East,RESALE,"DLF Phase 2, Gurgaon",House,19.0,18,13.2,14.284594594594594
1603,DLF Phase 1,37250.0,8,8,8,4000.0,Covered,0.0,North-East,RESALE,"DLF Phase 1, Gurgaon",House,14.9,18,19.94,21.43235294117647
1604,DLF Phase 1,35000.0,7,8,7,5000.0,Covered,0.0,North-East,RESALE,"DLF Phase 1, Gurgaon",House,17.5,12,19.94,21.43235294117647
1605,Sector 33,27608.0,5,6,5,4600.0,Built-up,3.0,North-East,RESALE,Unitech Uniworld Resorts,House,12.7,13,13.34451612903226,13.652424242424244
1606,Sector 15 Part 2,38126.0,7,7,7,1836.0,Super Built-up,0.0,North-East,RESALE,Milestone 32nd Avenue,House,7.0,18,7.3,8.8
1607,Sector 28,25263.0,5,6,5,3240.0,Super Built-up,0.0,East,RESALE,Suncity Essel Towers,House,9.6,12,6.664,7.902857142857143
1608,Pocket J Palam Vihar,27039.0,7,7,7,1557.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,4.21,0,5.860769230769231,4.21
1609,Tekchand Nagar,13620.0,4,2,4,558.0,Super Built-up,0.0,Unknown,RESALE,"Tekchand Nagar, Gurgaon",House,0.76,0,0.82,0.82
1610,Sector 109,40123.0,5,6,5,2430.0,Super Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,9.75,6,11.018378378378378,9.683529411764706
1611,Sector 60,20606.0,4,5,4,3780.0,Super Built-up,0.0,North,RESALE,Adani Brahma Samsara,House,6.12,41,6.16,4.679047619047619
1612,DLF Phase 5,17948.0,3,3,3,1950.0,Built-up,0.0,East,RESALE,"DLF Phase 5, Gurgaon",House,3.5,0,3.375,6.720000000000001
1613,Sector 54,46153.0,5,6,5,6500.0,Built-up,0.0,North-East,RESALE,Emaar The Palm Springs,House,30.0,14,29.5,22.56153846153846
1614,DLF Phase 2,61728.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,Emaar MGF The Vilas,House,20.0,7,21.47,14.284594594594594
1615,Sushant Lok 3 Extension,36343.0,3,4,3,2160.0,Super Built-up,0.0,North,RESALE,florance villa,House,7.85,6,7.85,8.4
1616,Sector 50,50438.0,22,11,22,1368.0,Covered,0.0,South,RESALE,Unitech South City 2,House,6.9,18,6.9,10.175
1617,Block C Palam Vihar,37879.0,7,7,7,594.0,Super Built-up,0.0,North-East,RESALE,"Block C Palam Vihar, Gurgaon",House,2.25,6,2.94,2.94
1618,Sector 82,26389.0,4,4,4,3240.0,Covered,0.0,Unknown,RESALE,Vatika Signature Villas,House,8.55,12,8.50625,5.451621621621622
1619,DLF Phase 2,48821.0,9,12,9,2970.0,Super Built-up,3.0,North,RESALE,Stilt Plus 3 Floors,House,14.5,19,14.5,14.284594594594594
1620,Sector 43,18571.0,4,4,4,3500.0,Built-up,0.0,Unknown,RESALE,6 Marla Duplex House,House,6.5,0,6.5,7.4422727272727265
1621,Sector 67,16666.0,4,4,4,2700.0,Covered,0.0,North,RESALE,Ansal API Esencia,House,4.5,18,6.5,4.372857142857143
1622,Sector 33,27446.0,5,5,5,4518.0,Super Built-up,0.0,East,RESALE,Unitech Uniworld Resorts,House,12.4,0,13.34451612903226,13.652424242424244
1623,Sector 56,24069.0,10,10,10,3843.0,Super Built-up,0.0,North-East,RESALE,Ansal Sushant Lok 2,House,9.25,0,9.25,4.152083333333334
1624,Sector 50,39352.0,4,5,4,2160.0,Super Built-up,0.0,East,RESALE,Mayfield Gardens,House,8.5,6,8.3125,10.175
1625,Sector 48,305555.0,3,4,3,288.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,8.8,14,13.639655172413793,9.550147058823528
1626,C Block Mayfield Garden,354166.0,4,7,4,240.0,Covered,0.0,East,RESALE,"C Block Mayfield Garden, Gurgaon",House,8.5,18,8.25,8.25
1627,Sector 36A,20000.0,2,3,2,1900.0,Super Built-up,0.0,North-East,RESALE,Krisumi Waterfall Residences,House,3.8,0,3.908,4.4023076923076925
1628,Sector 109,45556.0,5,6,5,4500.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,20.5,36,11.018378378378378,9.683529411764706
1629,Nirvana Country,52469.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,Nirvana Cedar Crest,House,17.0,6,16.5,9.31625
1630,Sector 109,13492.0,4,4,4,6300.0,Super Built-up,0.0,Unknown,RESALE,"Sector 109, Gurgaon",House,8.5,13,8.5,9.683529411764706
1631,Sector 72,17647.0,4,4,4,8500.0,Built-up,0.0,North-East,RESALE,Tata Primanti,House,15.0,6,10.627407407407407,10.318928571428572
1632,Sector 72,18000.0,4,4,4,4500.0,Built-up,0.0,North-East,RESALE,Tata Primanti,House,8.1,6,10.627407407407407,10.318928571428572
1633,Sector 82,10465.0,2,2,2,940.0,Super Built-up,0.0,Unknown,RESALE,Vatika Independent Floors,House,0.94,0,0.94,5.451621621621622
1634,B Block Sushant Lok Phase 1,39815.0,10,10,10,2700.0,Super Built-up,3.0,North,RESALE,Floorwise House,House,10.75,0,11.875,22.0
1635,DLF Phase 4,16296.0,4,4,4,3240.0,Super Built-up,1.0,Unknown,RESALE,DLF Phase 4 Luxury Builder Floors,House,5.5,0,7.1000000000000005,14.622
1636,DLF Phase 2,44000.0,5,6,5,2000.0,Covered,0.0,East,RESALE,"DLF Phase 2, Gurgaon",House,8.8,18,13.2,14.284594594594594
1637,DLF Phase 2,42333.0,5,6,5,3000.0,Covered,0.0,North-East,RESALE,"DLF Phase 2, Gurgaon",House,12.7,18,13.2,14.284594594594594
1638,DLF Phase 2,39750.0,6,7,6,4000.0,Covered,0.0,North-East,RESALE,"DLF Phase 2, Gurgaon",House,15.9,18,13.2,14.284594594594594
1639,Sector 66,58260.0,4,4,4,2403.0,Super Built-up,0.0,North,RESALE,Emaar MGF Marbella,House,14.0,6,17.92925925925926,8.949036144578313
1640,Sector 66,50000.0,5,5,5,4500.0,Super Built-up,0.0,North-East,RESALE,Emaar MGF Marbella,House,22.5,6,17.92925925925926,8.949036144578313
1641,DLF Phase 1,84108.0,7,8,7,4518.0,Super Built-up,0.0,North,RESALE,"DLF Phase 1, Gurgaon",House,38.0,0,19.94,21.43235294117647
1642,Sector-33 Sohna,13632.0,2,2,2,1093.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley Flamingo Floors,House,1.49,20,1.7240000000000002,6.4413829787234045
1643,Sector 9A,26042.0,3,3,3,1440.0,Built-up,0.0,Unknown,RESALE,"Sector 9A, Gurgaon",House,3.75,7,3.75,3.75
1644,DLF Phase 1,55556.0,7,7,7,1800.0,Super Built-up,0.0,Unknown,RESALE,Duplex Stilt & Lift,House,10.0,7,10.0,21.43235294117647
1645,Sector 60,15503.0,3,3,3,2250.0,Covered,0.0,Unknown,RESALE,Ireo City Plots,House,4.0,12,4.3,4.679047619047619
1646,Suncity,18518.0,4,5,4,3240.0,Super Built-up,0.0,East,RESALE,Sun City,House,6.0,6,6.0,17.568181818181817
1647,Sector 7,21111.0,5,5,5,2250.0,Built-up,0.0,Unknown,RESALE,"Sector 7, Gurgaon",House,4.75,13,4.675,4.971428571428571
1648,Sector 67,31481.0,5,6,5,2700.0,Super Built-up,0.0,Unknown,RESALE,Ansal API Esencia,House,8.5,6,6.5,4.372857142857143
1649,Sector 82,29152.0,5,6,5,3636.0,Super Built-up,0.0,North-East,RESALE,Vatika Signature Villas,House,10.6,6,8.50625,5.451621621621622
1650,Sector 82,24037.0,4,4,4,2700.0,Super Built-up,0.0,East,RESALE,Mapsko Casa Bella,House,6.49,6,4.896666666666667,5.451621621621622
1651,Sector 46,59259.0,6,6,6,5400.0,Super Built-up,0.0,North-East,RESALE,Unitech Residency Greens,House,32.0,6,32.0,10.24962962962963
1652,"Sushant Lok 2,Sector 55",42968.0,12,12,12,1920.0,Super Built-up,0.0,Unknown,RESALE,"Sector 55 , Gurgaon",House,8.25,0,8.25,7.768181818181818
1653,Sector 66,57099.0,5,5,5,3240.0,Super Built-up,0.0,East,RESALE,Emaar MGF Marbella,House,18.5,6,17.92925925925926,8.949036144578313
1654,Sector 48,36458.0,9,6,9,1728.0,Super Built-up,0.0,Unknown,RESALE,Vipul World,House,6.3,6,5.725,9.550147058823528
1655,Rosewood City,31852.0,5,4,5,1350.0,Super Built-up,0.0,Unknown,RESALE,"Rosewood City, Gurgaon",House,4.3,6,6.89375,7.822222222222223
1656,DLF Phase 1,35000.0,5,6,5,2000.0,Super Built-up,0.0,North-East,RESALE,WIDE ROAD,House,7.0,6,7.0,21.43235294117647
1657,Block A South City 2,48148.0,9,5,9,540.0,Super Built-up,0.0,South,RESALE,"Block A South City 2, Gurgaon",House,2.6,0,2.6,2.6
1658,Sector 5,107142.0,2,2,2,252.0,Super Built-up,0.0,Unknown,RESALE,"Sector 5, Gurgaon",House,2.7,0,5.233333333333333,5.233333333333333
1659,"Block B, Palam Vihar",35353.0,3,3,3,594.0,Super Built-up,0.0,Unknown,RESALE,"Block B, Palam Vihar, Gurgaon",House,2.1,0,2.475,2.475
1660,Om Nagar,16813.0,4,4,4,1368.0,Super Built-up,0.0,Unknown,RESALE,"Om Nagar, Gurgaon",House,2.3,6,2.3,2.3
1661,Block A Greenwood City,52525.0,6,8,6,2475.0,Super Built-up,0.0,Unknown,RESALE,"Block A Greenwood City, Gurgaon",House,13.0,12,13.0,13.0
1662,"Block G, Rajendra Park",14336.0,2,1,2,558.0,Super Built-up,0.0,Unknown,RESALE,"Block G, Rajendra Park, Gurgaon",House,0.8,6,0.8,1.0166666666666666
1663,Pataudi,14891.0,2,1,2,1746.0,Super Built-up,0.0,Unknown,RESALE,"Pataudi, Gurgaon",House,2.6,0,2.45,2.45
1664,Farukhnagar,8521.0,3,2,3,1150.0,Super Built-up,0.0,Unknown,RESALE,"Farukhnagar, Gurgaon",House,0.98,0,0.98,0.98
1665,Block E DLF City Phase 1,22000.0,5,7,5,981.0,Super Built-up,0.0,Unknown,RESALE,"Block E DLF City Phase 1, Gurgaon",House,5.5,0,9.5,9.5
1666,Maruti Kunj,9444.0,2,2,2,900.0,Super Built-up,0.0,Unknown,RESALE,"Maruti Kunj, Gurgaon",House,0.85,12,1.2,1.1583333333333334
1667,Mianwali Colony,20000.0,5,5,5,1800.0,Super Built-up,0.0,Unknown,RESALE,"Mianwali Colony, Gurgaon",House,3.6,0,3.6,3.6
1668,Sector 48,35623.0,4,4,4,2358.0,Super Built-up,0.0,North,RESALE,Eldeco Mansionz,House,8.4,18,8.466666666666667,9.550147058823528
1669,Sector 23A,34736.0,3,3,3,950.0,Super Built-up,0.0,Unknown,RESALE,"Sector 23A, Gurgaon",House,3.3,12,4.858,5.17
1670,Rajiv Colony,13483.0,2,1,2,445.0,Super Built-up,0.0,Unknown,RESALE,"Rajiv Colony, Gurgaon",House,0.6,0,0.6,0.6
1671,Sushant Lok Phase 3,23782.0,4,7,4,3469.0,Built-up,0.0,Unknown,RESALE,Ansals Florence Marvel,House,8.25,0,8.25,9.74
1672,Jacobpura,19630.0,4,4,4,1350.0,Super Built-up,5.0,Unknown,RESALE,"Jacobpura, Gurgaon",House,2.65,6,2.325,2.325
1673,Block A Ashok Vihar Phase 3 Extension,14660.0,2,2,2,648.0,Super Built-up,0.0,Unknown,RESALE,"Block A Ashok Vihar Phase 3 Extension, Gurgaon",House,0.95,0,0.95,0.95
1674,Laxman Vihar,14957.0,6,6,6,1170.0,Super Built-up,0.0,Unknown,RESALE,"Laxman Vihar, Gurgaon",House,1.75,0,1.75,2.375
1675,Block C South city 1,16204.0,4,4,4,3240.0,Super Built-up,0.0,South,RESALE,"Block C South city 1, Gurgaon",House,5.25,0,12.420000000000002,12.420000000000002
1676,Sohna,21367.0,4,4,4,1404.0,Super Built-up,0.0,Unknown,RESALE,Paras Ekam Homes,House,3.0,0,3.0,2.1345454545454543
1677,Palam Vihar,12870.0,9,9,9,5400.0,Built-up,3.0,Unknown,RESALE,"Palam Vihar, Gurgaon",House,6.95,18,7.0,6.513333333333333
1678,Sector 40,40888.0,3,3,3,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 40, Gurgaon",House,3.68,12,6.327500000000001,6.006
1679,Sector 55,40123.0,3,3,3,2844.0,Super Built-up,0.0,Unknown,RESALE,"Sector 55, Gurgaon",House,13.0,8,10.166666666666666,8.13125
1680,Sector 47,92444.0,14,6,14,900.0,Carpet,0.0,Unknown,RESALE,"Sector 47, Gurgaon",House,8.32,6,9.261666666666668,6.4425
1681,Maruti Kunj,14756.0,3,2,3,1152.0,Super Built-up,0.0,Unknown,RESALE,"Maruti Kunj, Gurgaon",House,1.7,0,1.2,1.1583333333333334
1682,Sector 103,6427.0,4,7,4,8168.0,Built-up,0.0,East,RESALE,Satya The Hermitage,House,5.25,6,5.25,3.9275
1683,Sadar Bazar,9210.0,6,3,6,1900.0,Super Built-up,0.0,Unknown,RESALE,"Sadar Bazar, Gurgaon",House,1.75,0,1.75,1.75
1684,Block B Rajendra Park,19192.0,8,5,8,495.0,Super Built-up,5.0,Unknown,RESALE,"Block B Rajendra Park, Gurgaon",House,0.95,6,1.015,0.956
1685,Wazirabad,47778.0,7,7,7,900.0,Super Built-up,0.0,Unknown,RESALE,"Wazirabad, Gurgaon",House,4.3,0,4.3,4.3
1686,Bhondsi,6412.0,6,3,6,3119.0,Super Built-up,0.0,Unknown,RESALE,"Bhondsi, Gurgaon",House,2.0,0,1.4433333333333334,1.4433333333333334
1687,DLF Phase 2,38750.0,5,6,5,2000.0,Covered,0.0,North-East,RESALE,"DLF Phase 2, Gurgaon",House,7.75,18,13.2,14.284594594594594
1688,DLF Phase 2,37500.0,5,6,5,3000.0,Covered,0.0,North,RESALE,"DLF Phase 2, Gurgaon",House,11.25,18,13.2,14.284594594594594
1689,Sector 71,250209.0,4,3,4,239.0,Super Built-up,0.0,Unknown,RESALE,Unitech Espace Premiere Villas,House,5.98,0,5.98,5.482307692307692
1690,DLF Phase 1,32500.0,7,8,7,4000.0,Covered,0.0,North-East,RESALE,North East park facing,House,13.0,18,13.0,21.43235294117647
1691,DLF Phase 1,41000.0,6,8,6,3000.0,Super Built-up,0.0,North-East,RESALE,PARK FACING CORNER,House,12.3,12,12.3,21.43235294117647
1692,DLF Phase 1,35833.0,6,6,6,3000.0,Covered,0.0,East,RESALE,"DLF Phase 1, Gurgaon",House,10.75,18,19.94,21.43235294117647
1693,Sector 109,36008.0,5,6,5,2430.0,Super Built-up,2.0,Unknown,RESALE,International City by Sobha Phase 1,House,8.75,6,11.018378378378378,9.683529411764706
1694,DLF Phase 1,39250.0,6,7,6,2000.0,Covered,0.0,North,RESALE,"DLF Phase 1, Gurgaon",House,7.85,18,19.94,21.43235294117647
1695,Rajendra Park,15151.0,3,2,3,660.0,Covered,0.0,Unknown,RESALE,"Rajendra Park, Gurgaon",House,1.0,12,1.0166666666666666,1.207142857142857
1696,Sector 109,37860.0,5,5,5,2430.0,Super Built-up,0.0,Unknown,RESALE,International City by Sobha Phase 1,House,9.2,36,11.018378378378378,9.683529411764706
1697,Ashok Vihar Phase 2,20000.0,2,2,2,450.0,Super Built-up,0.0,Unknown,RESALE,"Ashok Vihar Phase 2, Gurgaon",House,0.9,0,0.9,0.9
1698,Sector 49,55556.0,4,4,4,540.0,Super Built-up,0.0,Unknown,RESALE,Eros Rosewood City,House,3.0,0,7.948749999999999,4.587948717948718
1699,Pace city 1,21604.0,5,3,5,324.0,Carpet,0.0,Unknown,RESALE,"Pace city 1, Gurgaon",House,0.7,0,0.7,0.7
1700,Bhondsi,13888.0,4,5,4,900.0,Super Built-up,0.0,Unknown,RESALE,"Bhondsi, Gurgaon",House,1.25,0,1.4433333333333334,1.4433333333333334
1701,Jyoti Park,22222.0,4,4,4,900.0,Super Built-up,3.0,Unknown,RESALE,"Jyoti Park, Gurgaon",House,2.0,12,2.675,2.675
1702,Malibu Town,50179.0,10,10,10,558.0,Super Built-up,0.0,Unknown,RESALE,"Malibu Town, Gurgaon",House,2.8,12,8.794444444444444,10.055652173913044
1703,"Sushant Lok 2,Sector 55",65741.0,10,10,10,540.0,Super Built-up,0.0,Unknown,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,3.55,0,6.966666666666667,7.768181818181818
1704,"Pocket H, Palam Vihar",37879.0,4,3,4,594.0,Super Built-up,0.0,Unknown,RESALE,"Pocket H, Palam Vihar, Gurgaon",House,2.25,0,2.15,2.15
1705,"Housing board colony,Sector 7 Ext",27778.0,4,3,4,900.0,Super Built-up,0.0,Unknown,RESALE,"Housing board colony,Sector 7 Ext, Gurgaon",House,2.5,0,2.5,2.5
1706,"Block C, Sushant Lok Phase 1",44444.0,3,3,3,540.0,Super Built-up,0.0,Unknown,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,2.4,12,7.60448275862069,8.013333333333334
1707,Laxman Vihar Phase 2,19531.0,4,3,4,640.0,Super Built-up,0.0,Unknown,RESALE,"Laxman Vihar Phase 2, Gurgaon",House,1.25,0,1.25,1.25
1708,Badshahpur,18264.0,2,2,2,657.0,Super Built-up,0.0,Unknown,RESALE,"Badshahpur, Gurgaon",House,1.2,5,1.2,1.2
1709,"Pocket H, Palam Vihar",34511.0,4,3,4,594.0,Super Built-up,0.0,Unknown,RESALE,"Pocket H, Palam Vihar, Gurgaon",House,2.05,0,2.15,2.15
1710,S Block Garden Estate,42593.0,3,2,3,540.0,Super Built-up,0.0,Unknown,RESALE,"S Block Garden Estate, Gurgaon",House,2.3,6,2.3,2.3
1711,Sector 112,13043.0,5,6,5,6325.0,Built-up,0.0,Unknown,RESALE,Experion Windchants,House,8.25,6,6.797999999999999,5.9
1712,Sector 10A,34444.0,3,2,3,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 10A, Gurgaon",House,3.1,0,4.725,4.091666666666667
1713,Pataudi,11500.0,5,5,5,2000.0,Super Built-up,0.0,Unknown,RESALE,"Pataudi, Gurgaon",House,2.3,0,2.45,2.45
1714,DLF Phase 2,41537.0,4,5,4,1926.0,Super Built-up,0.0,Unknown,RESALE,"DLF Phase 2, Gurgaon",House,8.0,6,13.2,14.284594594594594
1715,Maruti Kunj,10555.0,7,7,7,900.0,Super Built-up,0.0,Unknown,RESALE,MRS 16 Acres,House,0.95,0,0.95,1.1583333333333334
1716,Rattan Vihar,15183.0,3,2,3,724.0,Super Built-up,0.0,Unknown,RESALE,"Rattan Vihar, Gurgaon",House,1.1,18,1.1,1.1
1717,"Sushant Lok 2,Sector 55",64815.0,10,10,10,540.0,Super Built-up,0.0,Unknown,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,3.5,0,6.966666666666667,7.768181818181818
1718,Sector 22,29399.0,4,4,4,4762.0,Super Built-up,0.0,Unknown,RESALE,Alpha Gurgaon One 22,House,14.0,0,10.125,7.725
1719,Sector 46,49020.0,7,9,7,3060.0,Super Built-up,0.0,Unknown,RESALE,"Sector 46, Gurgaon",House,15.0,20,6.94625,10.24962962962963
1720,Sector 60,20000.0,4,4,4,2200.0,Covered,0.0,East,RESALE,Ireo City Plots,House,4.4,18,4.3,4.679047619047619
1721,Sector 60,19565.0,4,4,4,2300.0,Covered,0.0,Unknown,RESALE,Ireo City Plots,House,4.5,6,4.3,4.679047619047619
1722,Sector 2,32323.0,4,4,4,594.0,Super Built-up,0.0,Unknown,RESALE,"Sector 2, Gurgaon",House,1.92,0,5.21,5.21
1723,Subhash Nagar,100000.0,5,2,5,5000.0,Super Built-up,0.0,Unknown,RESALE,"Subhash Nagar, Gurgaon",House,50.0,0,26.4,26.4
1724,Kirti Nagar,27777.0,5,2,5,900.0,Super Built-up,0.0,Unknown,RESALE,"Kirti Nagar, Gurgaon",House,2.5,0,2.5,2.5
1725,Sector 70A,15172.0,3,3,3,2142.0,Super Built-up,0.0,Unknown,RESALE,BPTP Astaire Gardens,House,3.25,6,3.378571428571429,3.154516129032258
1726,Sushant Lok Phase 1,33643.0,6,6,6,1935.0,Super Built-up,0.0,Unknown,RESALE,"Sushant Lok Phase 1, Gurgaon",House,6.51,6,11.391666666666666,12.1676
1727,Sector 31,27999.0,3,2,3,4518.0,Super Built-up,0.0,Unknown,RESALE,"Sector 31, Gurgaon",House,12.65,0,9.008333333333333,8.225
1728,Sector 82,27874.0,5,5,5,2870.0,Super Built-up,0.0,Unknown,RESALE,Vatika India Next,House,8.0,0,8.0,5.451621621621622
1729,Sector 10A,32680.0,2,2,2,918.0,Super Built-up,0.0,Unknown,RESALE,"Sector 10A, Gurgaon",House,3.0,0,4.725,4.091666666666667
1730,Sohna,31088.0,3,3,3,2100.0,Built-up,0.0,Unknown,RESALE,Central Park The Orchard,House,4.2,6,4.2,2.1345454545454543
1731,Surya Vihar,14814.0,5,5,5,1350.0,Super Built-up,0.0,Unknown,RESALE,"Surya Vihar, Gurgaon",House,2.0,8,2.0,2.0
1732,Carterpuri Village,16666.0,3,1,3,900.0,Super Built-up,0.0,Unknown,RESALE,"Carterpuri Village, Gurgaon",House,1.5,6,1.5,1.5
1733,Ashok Vihar Phase 1,15625.0,6,5,6,1440.0,Super Built-up,0.0,Unknown,RESALE,"Ashok Vihar Phase 1, Gurgaon",House,2.25,0,2.035,2.035
1734,DLF Phase 5,60185.0,4,4,4,540.0,Super Built-up,0.0,Unknown,RESALE,"DLF Phase 5, Gurgaon",House,3.25,0,3.375,6.720000000000001
1735,Sector 70A,10549.0,3,3,3,2512.0,Super Built-up,0.0,Unknown,RESALE,BPTP Astaire Gardens,House,2.65,6,3.378571428571429,3.154516129032258
1736,"Sushant Lok 2,Sector 55",35727.0,8,8,8,2799.0,Super Built-up,0.0,Unknown,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,10.0,0,6.966666666666667,7.768181818181818
1737,Sector 4,23264.0,2,2,2,1440.0,Super Built-up,0.0,Unknown,RESALE,"Sector 4, Gurgaon",House,3.35,6,5.035714285714286,5.183333333333334
1738,Block C Palam Vihar,36195.0,4,3,4,594.0,Super Built-up,0.0,North,RESALE,"Block C Palam Vihar, Gurgaon",House,2.15,0,2.94,2.94
1739,New Basti,14286.0,3,1,3,630.0,Super Built-up,0.0,Unknown,RESALE,"New Basti, Gurgaon",House,0.9,0,0.9,0.9
1740,Sector 17B,24202.0,7,7,7,4545.0,Super Built-up,0.0,Unknown,RESALE,"Sector 17B, Gurgaon",House,11.0,11,11.0,11.0
1741,Sector 47,55556.0,4,5,4,540.0,Super Built-up,0.0,Unknown,RESALE,"Sector 47, Gurgaon",House,3.0,0,9.261666666666668,6.4425
1742,Jyoti Park,14889.0,12,12,12,2250.0,Super Built-up,0.0,Unknown,RESALE,"Jyoti Park, Gurgaon",House,3.35,12,2.675,2.675
1743,Sector 46,44444.0,3,6,3,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 46, Gurgaon",House,4.0,6,6.94625,10.24962962962963
1744,Sector 57,7778.0,4,4,4,4500.0,Super Built-up,0.0,Unknown,RESALE,Ansal Florence Super,House,3.5,0,5.2,8.295333333333334
1745,Sector 112,14624.0,5,5,5,6325.0,Built-up,0.0,North,RESALE,Experion Windchants,House,9.25,6,6.797999999999999,5.9
1746,Sohna,44753.0,3,3,3,2250.0,Super Built-up,0.0,North-East,RESALE,Central Park Flower Valley Fleur Villas,House,7.25,12,8.75,2.1345454545454543
1747,Sector 56,34408.0,5,4,5,1453.0,Super Built-up,0.0,Unknown,RESALE,"Sector 56, Gurgaon",House,5.0,0,6.5225,4.152083333333334
1748,"Block-A, DLF City Phase 1",84444.0,7,10,7,4500.0,Super Built-up,0.0,Unknown,RESALE,"Block-A, DLF City Phase 1, Gurgaon",House,38.0,0,27.326666666666664,27.326666666666664
1749,Shastri Nagar Industrial Area,20833.0,3,3,3,576.0,Super Built-up,2.0,Unknown,RESALE,Dwarka Colony Sector 106 Gurgaon,House,1.2,0,1.2,1.2
