,property_name,bedroom,bathroom,configuration,area,area_type,facing,age_possession,property_type,price_cr,sector_encoded,Luxury_category,Floor_category
1425,Sector-33 Sohna,4,4,4,2600.0,Super Built-up,East,Ready To Move,Flat,3.81,6.4413829787234045,Low,Low Floor
1426,Sector-33 Sohna,3,5,3,2600.0,Super Built-up,Unknown,Ready To Move,Flat,4.25,6.4413829787234045,Low,Low Floor
1427,Sector-33 Sohna,3,3,3,1169.0,Carpet,North,Under Construction,Flat,2.4,6.4413829787234045,Low,Low Floor
1428,Sector 48,3,3,3,2075.0,Super Built-up,North-East,Ready To Move,Flat,3.66,9.550147058823528,Low,High Floor
1429,Sector 49,3,4,3,2153.0,Super Built-up,North-East,Ready To Move,Flat,3.68,4.587948717948718,Low,Mid Floor
1430,Sector 48,3,4,3,1630.0,Super Built-up,North,Ready To Move,Flat,3.0,9.550147058823528,Low,Low Floor
1431,Sector 102,3,3,3,1650.0,Super Built-up,East,Ready To Move,Flat,1.89,2.667326732673267,Low,Low Floor
1432,Sector 36A,3,2,3,1975.0,Super Built-up,East,Ready To Move,Flat,3.83,4.4023076923076925,Low,High Floor
1433,Sector 65,3,3,3,1280.0,Super Built-up,Unknown,Ready To Move,Flat,2.65,8.432784810126583,Low,Low Floor
1434,Sector 37D,2,2,2,552.0,Carpet,North,Ready To Move,Flat,0.7,2.6355,Low,High Floor
1435,Sector 65,2,2,2,1310.0,Super Built-up,North-East,Ready To Move,Flat,2.55,8.432784810126583,Low,Low Floor
1436,Sector 65,3,3,3,2054.0,Super Built-up,East,Ready To Move,Flat,3.75,8.432784810126583,Low,High Floor
1437,Sector 91,3,3,3,1930.0,Super Built-up,Unknown,Ready To Move,Flat,2.12,2.22,Low,High Floor
1438,Sector 91,3,3,3,1930.0,Super Built-up,Unknown,Ready To Move,Flat,2.09,2.22,Low,High Floor
1439,Sector 69,3,3,3,1608.0,Super Built-up,East,Ready To Move,Flat,2.45,3.0326829268292683,Low,Low Floor
1440,Sector 69,3,3,3,1578.0,Super Built-up,East,Ready To Move,Flat,2.45,3.0326829268292683,Low,Low Floor
1441,Sector 86,3,3,3,1930.0,Super Built-up,East,Ready To Move,Flat,2.05,2.555897435897436,Low,High Floor
1442,Sector 63A,3,3,3,1470.0,Super Built-up,North-East,Ready To Move,Flat,2.6,4.715333333333334,Low,Low Floor
1443,Sector 79,3,4,3,2150.0,Super Built-up,East,Ready To Move,Flat,2.8,2.543333333333333,Low,Mid Floor
1444,Sohna,2,2,2,1500.0,Super Built-up,East,Ready To Move,Flat,1.35,2.1345454545454543,Low,High Floor
1445,Sector 63A,2,2,2,750.0,Super Built-up,North,Ready To Move,Flat,1.05,4.715333333333334,Low,High Floor
1446,Sector 92,2,2,2,1050.0,Built-up,North-East,Ready To Move,Flat,1.1,2.1133333333333333,Low,Mid Floor
1447,Sector 66,3,3,3,1957.0,Super Built-up,East,Ready To Move,Flat,3.86,8.949036144578313,Low,High Floor
1448,Sector 102,3,3,3,1889.0,Super Built-up,Unknown,Ready To Move,Flat,2.65,2.667326732673267,Low,Low Floor
1449,Sector 69,4,5,4,2400.0,Super Built-up,East,Ready To Move,Flat,2.8,3.0326829268292683,Low,Mid Floor
1450,Sector 69,3,3,3,1704.0,Super Built-up,East,Ready To Move,Flat,2.34,3.0326829268292683,Low,High Floor
1451,Sector 65,3,3,3,1350.0,Super Built-up,Unknown,Ready To Move,Flat,2.8,8.432784810126583,High,Low Floor
1452,Sector 102,3,4,3,2025.0,Super Built-up,North-East,Ready To Move,Flat,2.4,2.667326732673267,Low,Low Floor
1453,Sector 28,2,2,2,1150.0,Carpet,Unknown,Ready To Move,Flat,1.97,7.902857142857143,Low,Low Floor
1454,Sector 102,2,2,2,1215.0,Super Built-up,North-East,Ready To Move,Flat,2.2,2.667326732673267,Low,Low Floor
1455,Sector 102,3,3,3,1689.0,Super Built-up,North,Ready To Move,Flat,2.3,2.667326732673267,Low,Low Floor
1456,Sector 82,2,2,2,1430.0,Super Built-up,East,Ready To Move,Flat,1.55,5.451621621621622,Low,High Floor
1457,Sector 48,3,3,3,2550.0,Super Built-up,North-East,Ready To Move,Flat,3.85,9.550147058823528,High,Low Floor
1458,Sector 37C,4,4,4,1848.0,Super Built-up,West,Ready To Move,Flat,1.67,1.740714285714286,Low,Low Floor
1459,Sector 62,2,2,2,1500.0,Super Built-up,Unknown,Ready To Move,Flat,3.45,7.19,Low,Low Floor
1460,Sector 65,3,3,3,1600.0,Super Built-up,North-East,Ready To Move,Flat,2.8,8.432784810126583,Low,Low Floor
1461,Sector 104,4,4,4,3150.0,Super Built-up,East,Ready To Move,Flat,3.95,2.838395061728395,Low,High Floor
1462,Sector 76,2,2,2,745.0,Super Built-up,Unknown,Ready To Move,Flat,1.03,1.0922222222222222,Low,High Floor
1463,Sector 92,4,4,4,2475.0,Super Built-up,East,Ready To Move,Flat,2.85,2.1133333333333333,Low,High Floor
1464,Sector 92,3,3,3,1995.0,Super Built-up,East,Ready To Move,Flat,2.3,2.1133333333333333,Low,Low Floor
1465,Sector 92,3,3,3,2120.0,Super Built-up,East,Ready To Move,Flat,2.5,2.1133333333333333,Low,Low Floor
1466,Sector 92,3,3,3,1920.0,Super Built-up,East,Ready To Move,Flat,2.2,2.1133333333333333,Low,Low Floor
1467,Sector 85,3,3,3,1587.0,Super Built-up,North,Ready To Move,Flat,1.34,2.713055555555556,Low,Mid Floor
1468,Sector 69,3,3,3,1704.0,Super Built-up,East,Ready To Move,Flat,2.4,3.0326829268292683,Low,High Floor
1469,Sector 76,2,2,2,745.0,Super Built-up,East,Ready To Move,Flat,0.86,1.0922222222222222,Low,Mid Floor
1470,Sector 112,3,3,3,2802.0,Super Built-up,Unknown,Ready To Move,Flat,4.75,5.9,Low,Mid Floor
1471,Sector 102,4,4,4,2162.0,Super Built-up,Unknown,Ready To Move,Flat,3.35,2.667326732673267,Low,Mid Floor
1472,Sector 112,2,2,2,2441.0,Super Built-up,Unknown,Ready To Move,Flat,4.1,5.9,Low,High Floor
1473,Sector 89,3,3,3,1495.0,Built-up,Unknown,Ready To Move,Flat,1.65,1.7808695652173914,Low,Low Floor
1474,Sector 89,3,3,3,1957.0,Super Built-up,East,Ready To Move,Flat,1.58,1.7808695652173914,Low,Low Floor
1475,Sector 112,3,4,3,2870.0,Super Built-up,North-East,Ready To Move,Flat,3.55,5.9,Low,Mid Floor
1476,Sector 86,3,3,3,1929.0,Super Built-up,North,Ready To Move,Flat,2.4,2.555897435897436,Low,Low Floor
1477,Sector 76,2,2,2,536.0,Carpet,Unknown,Ready To Move,Flat,0.9,1.0922222222222222,Low,Low Floor
1478,Sector 79,3,3,3,2015.0,Super Built-up,Unknown,Ready To Move,Flat,2.42,2.543333333333333,Low,High Floor
1479,Sector-33 Sohna,3,3,3,2134.0,Carpet,East,Ready To Move,Flat,2.56,6.4413829787234045,Low,Low Floor
1480,Sector 102,3,4,3,2025.0,Super Built-up,North-East,Ready To Move,Flat,2.45,2.667326732673267,Low,Mid Floor
1481,Sector-33 Sohna,3,3,3,1789.0,Carpet,Unknown,Ready To Move,Flat,2.63,6.4413829787234045,Low,Low Floor
1482,Sector 104,3,2,3,1359.0,Super Built-up,Unknown,Ready To Move,Flat,1.92,2.838395061728395,Low,Low Floor
1483,Sector-33 Sohna,2,2,2,1557.0,Super Built-up,Unknown,Ready To Move,Flat,1.55,6.4413829787234045,Low,Low Floor
1484,Sector 92,3,4,3,2120.0,Super Built-up,North,Ready To Move,Flat,2.6,2.1133333333333333,Low,Low Floor
1485,Sector 106,1,1,1,700.0,Super Built-up,East,Ready To Move,Flat,0.69,2.6783018867924526,Low,Mid Floor
1486,Sector 83,3,4,3,1900.0,Super Built-up,Unknown,Ready To Move,Flat,2.65,2.2664,Low,High Floor
1487,Sector 84,3,2,3,1610.0,Super Built-up,Unknown,Ready To Move,Flat,1.68,2.2295238095238097,Low,Low Floor
1488,Sector 104,2,2,2,1099.0,Super Built-up,North-East,Ready To Move,Flat,1.65,2.838395061728395,Low,High Floor
1489,Sector 48,3,5,3,2464.0,Super Built-up,East,Ready To Move,Flat,7.65,9.550147058823528,Low,Mid Floor
1490,Sector 90,3,3,3,1930.0,Super Built-up,Unknown,Ready To Move,Flat,2.08,2.261428571428572,Low,Low Floor
1491,Sector 67,3,3,3,2295.0,Super Built-up,Unknown,Ready To Move,Flat,4.3,4.372857142857143,Low,Low Floor
1492,Sector 67,3,3,3,2047.0,Super Built-up,East,Ready To Move,Flat,3.65,4.372857142857143,Low,Low Floor
1493,Sector 83,3,3,3,1735.0,Super Built-up,East,Ready To Move,Flat,1.89,2.2664,Low,Low Floor
1494,Sector 67A,2,2,2,1593.0,Super Built-up,Unknown,Ready To Move,Flat,2.47,2.973529411764705,Low,Low Floor
1495,Sector 89,3,3,3,1494.0,Super Built-up,East,Ready To Move,Flat,1.68,1.7808695652173914,Low,Mid Floor
1496,Sector 69,4,5,4,2400.0,Super Built-up,East,Ready To Move,Flat,2.65,3.0326829268292683,Low,High Floor
1497,Sector 102,2,2,2,915.0,Super Built-up,Unknown,Ready To Move,Flat,1.55,2.667326732673267,Low,Low Floor
1498,Sector 37C,3,3,3,1820.0,Super Built-up,Unknown,Ready To Move,Flat,1.55,1.740714285714286,Low,High Floor
1499,Sector 37C,3,3,3,1875.0,Super Built-up,Unknown,Ready To Move,Flat,1.5,1.740714285714286,Low,High Floor
1500,Sector 106,3,4,3,1760.0,Super Built-up,North-East,Ready To Move,Flat,1.78,2.6783018867924526,Low,Low Floor
1501,DLF Phase 1,7,8,7,9500.0,Built-up,North-East,RESALE,House,40.0,21.43235294117647,Low,Low Floor
1502,Greenwood City,6,7,6,9270.0,Super Built-up,Unknown,RESALE,House,33.0,21.308333333333334,Low,Low Floor
1503,Sector 81,6,6,6,450.0,Super Built-up,Unknown,RESALE,House,14.0,3.7062857142857135,Medium,Low Floor
1504,Block C South city 1,11,11,11,4527.0,Super Built-up,South,RESALE,House,22.51,12.420000000000002,Medium,Low Floor
1505,"Sushant Lok 2,Sector 55",3,2,3,540.0,Super Built-up,Unknown,RESALE,House,2.8,7.768181818181818,Medium,Low Floor
1506,Sector 86,4,6,4,1800.0,Super Built-up,Unknown,RESALE,House,5.5,2.555897435897436,Low,Low Floor
1507,South City,10,10,10,3240.0,Super Built-up,North-East,RESALE,House,10.0,10.0,Low,Low Floor
1508,Sector 45,3,3,3,1800.0,Super Built-up,Unknown,RESALE,House,8.0,6.526818181818182,Low,Low Floor
1509,Sector 47,16,20,16,4590.0,Super Built-up,Unknown,RESALE,House,22.5,6.4425,Low,Low Floor
1510,Block C Palam Vihar,2,2,2,1557.0,Super Built-up,Unknown,RESALE,House,4.25,2.94,Low,Low Floor
1511,Sector 109,5,6,5,2430.0,Super Built-up,North-East,RESALE,House,10.0,9.683529411764706,Low,Low Floor
1512,Palam Vihar,6,6,6,1557.0,Super Built-up,North-East,RESALE,House,4.75,6.513333333333333,Low,Low Floor
1513,Sector 48,4,4,4,2970.0,Covered,Unknown,RESALE,House,11.25,9.550147058823528,Medium,Low Floor
1514,Suncity,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,15.5,17.568181818181817,Low,Low Floor
1515,Block M South City 1,5,6,5,3240.0,Super Built-up,South,RESALE,House,12.0,11.333333333333334,Low,Low Floor
1516,Sector 7,3,3,3,2250.0,Super Built-up,Unknown,RESALE,House,4.7,4.971428571428571,Medium,Low Floor
1517,Sector 33,5,5,5,4518.0,Covered,Unknown,RESALE,House,15.0,13.652424242424244,Medium,Low Floor
1518,Sector 4,3,2,3,2250.0,Super Built-up,North-East,RESALE,House,4.35,5.183333333333334,Low,Low Floor
1519,Sector 48,4,5,4,4500.0,Super Built-up,East,RESALE,House,18.0,9.550147058823528,Low,Low Floor
1520,Nirvana Country,4,4,4,3231.0,Super Built-up,Unknown,RESALE,House,15.9,9.31625,Low,Low Floor
1521,"Block C, Sushant Lok Phase 1",11,11,11,549.0,Super Built-up,North-East,RESALE,House,3.5,8.013333333333334,Low,Low Floor
1522,Sector 72,4,4,4,3300.0,Covered,Unknown,RESALE,House,6.25,10.318928571428572,Medium,Low Floor
1523,Sector 10A,5,4,5,900.0,Super Built-up,North,RESALE,House,2.85,4.091666666666667,Low,Low Floor
1524,Sector 109,4,5,4,5400.0,Super Built-up,Unknown,RESALE,House,9.5,9.683529411764706,Low,Low Floor
1525,Sector 84,4,4,4,2700.0,Super Built-up,North-East,RESALE,House,2.92,2.2295238095238097,Low,Low Floor
1526,Sector 60,4,5,4,3780.0,Super Built-up,East,RESALE,House,6.2,4.679047619047619,Low,Low Floor
1527,Sector 48,5,7,5,6768.0,Super Built-up,North-East,RESALE,House,23.5,9.550147058823528,Low,Low Floor
1528,Sector 4,4,4,4,1440.0,Built-up,Unknown,RESALE,House,3.5,5.183333333333334,Low,Low Floor
1529,DLF Phase 2,13,14,13,1935.0,Covered,Unknown,RESALE,House,10.0,14.284594594594594,Medium,Low Floor
1530,Rajendra Park,2,1,2,585.0,Super Built-up,Unknown,RESALE,House,0.8,1.207142857142857,Low,Low Floor
1531,Uppals Southend,12,14,12,5000.0,Covered,North,RESALE,House,24.0,10.275,Medium,Low Floor
1532,Sector 4,4,3,4,2250.0,Super Built-up,Unknown,RESALE,House,4.4,5.183333333333334,Low,Low Floor
1533,Tikri,4,4,4,3240.0,Super Built-up,North,RESALE,House,11.25,15.625,High,Low Floor
1534,Sector 48,4,4,4,3240.0,Super Built-up,East,RESALE,House,12.5,9.550147058823528,Low,Low Floor
1535,Sector 72,4,4,4,8500.0,Covered,North-East,RESALE,House,15.5,10.318928571428572,Medium,Low Floor
1536,Sector 33,5,5,5,4518.0,Covered,Unknown,RESALE,House,13.0,13.652424242424244,Medium,Low Floor
1537,Sector 48,4,5,4,3222.0,Super Built-up,Unknown,RESALE,House,11.0,9.550147058823528,Low,Low Floor
1538,Nirvana Country,4,4,4,3240.0,Super Built-up,Unknown,RESALE,House,18.0,9.31625,Medium,Low Floor
1539,Sector 109,4,4,4,5400.0,Super Built-up,Unknown,RESALE,House,8.2,9.683529411764706,Medium,Low Floor
1540,Sector 109,4,4,4,5400.0,Super Built-up,North,RESALE,House,9.0,9.683529411764706,Medium,Low Floor
1541,Sector 48,4,5,4,4500.0,Super Built-up,Unknown,RESALE,House,17.0,9.550147058823528,Low,Low Floor
1542,Sector 56,8,9,8,2700.0,Super Built-up,Unknown,RESALE,House,13.5,4.152083333333334,Medium,Low Floor
1543,Sector 33,4,4,4,6760.0,Built-up,East,RESALE,House,13.0,13.652424242424244,Medium,Low Floor
1544,Sector 66,5,6,5,3150.0,Covered,North,RESALE,House,18.0,8.949036144578313,Medium,Low Floor
1545,Palam Vihar,6,4,6,4032.0,Super Built-up,Unknown,RESALE,House,12.5,6.513333333333333,Medium,Low Floor
1546,Sector 109,5,6,5,2430.0,Super Built-up,East,RESALE,House,9.5,9.683529411764706,Medium,Low Floor
1547,Sector 23,4,5,4,3078.0,Super Built-up,West,RESALE,House,3.4,7.084999999999999,Low,Low Floor
1548,Sector 109,5,5,5,3600.0,Super Built-up,Unknown,RESALE,House,14.5,9.683529411764706,Low,Low Floor
1549,Sector 109,4,4,4,600.0,Super Built-up,North-East,RESALE,House,8.2,9.683529411764706,Low,Low Floor
1550,Sector 45,6,6,6,3078.0,Super Built-up,North-East,RESALE,House,10.05,6.526818181818182,Low,Low Floor
1551,Sector 109,5,5,5,2430.0,Super Built-up,Unknown,RESALE,House,9.2,9.683529411764706,Very High,Low Floor
1552,Sector 109,5,6,5,4500.0,Super Built-up,Unknown,RESALE,House,20.5,9.683529411764706,Very High,Low Floor
1553,Sector 109,5,6,5,3600.0,Super Built-up,Unknown,RESALE,House,13.9,9.683529411764706,Very High,Low Floor
1554,Sector 88B,2,2,2,1351.0,Carpet,East,RESALE,House,1.65,1.65,Medium,Low Floor
1555,Sector 4,6,6,6,2250.0,Super Built-up,East,RESALE,House,4.9,5.183333333333334,Low,Low Floor
1556,Sector 109,4,4,4,600.0,Super Built-up,North-East,RESALE,House,7.5,9.683529411764706,Low,Low Floor
1557,Sector 109,5,5,5,2430.0,Super Built-up,North-East,RESALE,House,9.25,9.683529411764706,Low,Low Floor
1558,Nirvana Country,4,4,4,2610.0,Super Built-up,East,RESALE,House,12.25,9.31625,Low,Low Floor
1559,Sector 46,4,5,4,2700.0,Super Built-up,North,RESALE,House,11.4,10.24962962962963,Medium,Low Floor
1560,Sector 46,4,4,4,2700.0,Super Built-up,Unknown,RESALE,House,11.3,10.24962962962963,Medium,Low Floor
1561,Sector 48,5,5,5,3260.0,Super Built-up,Unknown,RESALE,House,12.5,9.550147058823528,Medium,Low Floor
1562,Tikri,5,5,5,6768.0,Super Built-up,North,RESALE,House,20.0,15.625,Low,Low Floor
1563,Sector 4,7,6,7,2250.0,Super Built-up,East,RESALE,House,5.0,5.183333333333334,Low,Low Floor
1564,Sector 15 Part 2,4,6,4,4500.0,Super Built-up,Unknown,RESALE,House,18.0,8.8,Medium,Low Floor
1565,Sector 82,3,4,3,2205.0,Super Built-up,Unknown,RESALE,House,5.5,5.451621621621622,Low,Low Floor
1566,"Sushant Lok 2,Sector 55",12,12,12,1620.0,Covered,Unknown,RESALE,House,8.0,7.768181818181818,Medium,Mid Floor
1567,Sector 50,4,5,4,2300.0,Super Built-up,Unknown,RESALE,House,8.5,10.175,Low,Low Floor
1568,Sector 1 Imt Manesar,2,2,2,3358.0,Super Built-up,Unknown,RESALE,House,5.2,5.243333333333333,Low,Low Floor
1569,Sector 48,4,4,4,4000.0,Super Built-up,Unknown,RESALE,House,12.5,9.550147058823528,Low,Low Floor
1570,Block M South City 1,5,5,5,3240.0,Super Built-up,South,RESALE,House,11.5,11.333333333333334,Low,Low Floor
1571,South City 1,4,5,4,3240.0,Super Built-up,South,RESALE,House,11.6,9.38,High,Low Floor
1572,Sector 37D,2,2,2,1200.0,Super Built-up,Unknown,RESALE,House,1.25,2.6355,Low,Low Floor
1573,Sector 48,5,6,5,2745.0,Super Built-up,Unknown,RESALE,House,8.7,9.550147058823528,Low,Low Floor
1574,Sector 48,4,4,4,4500.0,Super Built-up,North,RESALE,House,16.0,9.550147058823528,High,Low Floor
1575,Sector 82,4,4,4,260.0,Super Built-up,East,RESALE,House,6.75,5.451621621621622,Low,Low Floor
1576,Sector 109,5,5,5,7800.0,Super Built-up,North-East,RESALE,House,15.0,9.683529411764706,Low,Low Floor
1577,V Block DLF Phase 3,5,6,5,1467.0,Super Built-up,East,RESALE,House,7.0,6.586,Low,Low Floor
1578,Nirvana Country,3,5,3,2160.0,Super Built-up,East,RESALE,House,12.5,9.31625,Low,Low Floor
1579,DLF Phase 2,6,6,6,2700.0,Super Built-up,North-East,RESALE,House,16.0,14.284594594594594,Low,Low Floor
1580,DLF Phase 2,11,4,11,1935.0,Super Built-up,East,RESALE,House,16.0,14.284594594594594,Low,Low Floor
1581,"G Block, Sushant Lok 3",3,3,3,2160.0,Super Built-up,Unknown,RESALE,House,7.95,7.95,Medium,Mid Floor
1582,Rosewood City,3,3,3,1377.0,Super Built-up,East,RESALE,House,4.1,7.822222222222223,High,Low Floor
1583,Sector 109,5,6,5,3600.0,Super Built-up,Unknown,RESALE,House,13.9,9.683529411764706,Very High,Low Floor
1584,Nirvana Country,3,3,3,2709.0,Super Built-up,Unknown,RESALE,House,13.25,9.31625,Low,Low Floor
1585,Nirvana Country,4,4,4,3240.0,Super Built-up,Unknown,RESALE,House,13.5,9.31625,Low,Low Floor
1586,Sector 48,4,4,4,3240.0,Covered,North-East,RESALE,House,11.5,9.550147058823528,Medium,Low Floor
1587,Sector 109,4,4,4,2070.0,Super Built-up,North-East,RESALE,House,9.25,9.683529411764706,Low,Low Floor
1588,Sector 72,4,4,4,6105.0,Built-up,North-East,RESALE,House,12.0,10.318928571428572,Low,Low Floor
1589,Sector 72,4,4,4,2340.0,Super Built-up,North-East,RESALE,House,12.1,10.318928571428572,Low,Low Floor
1590,Sector 109,4,4,4,2430.0,Super Built-up,North-East,RESALE,House,9.25,9.683529411764706,Low,Low Floor
1591,Sector 7,3,3,3,2250.0,Super Built-up,Unknown,RESALE,House,4.85,4.971428571428571,Low,Low Floor
1592,"Block C, Sushant Lok Phase 1",5,6,5,1935.0,Covered,Unknown,RESALE,House,9.5,8.013333333333334,Medium,Low Floor
1593,"Block C, Sushant Lok Phase 1",10,10,10,3762.0,Super Built-up,Unknown,RESALE,House,13.0,8.013333333333334,Low,Low Floor
1594,Sushant Lok Phase 1,5,6,5,4230.0,Covered,East,RESALE,House,13.05,12.1676,Medium,Low Floor
1595,Sector 48,7,7,7,2340.0,Super Built-up,Unknown,RESALE,House,8.0,9.550147058823528,Low,Low Floor
1596,Sector 41,4,4,4,4518.0,Super Built-up,Unknown,RESALE,House,17.0,17.0,Low,Low Floor
1597,Sector 66,4,5,4,2403.0,Covered,East,RESALE,House,13.5,8.949036144578313,Medium,Low Floor
1598,Sector 7,4,4,4,3186.0,Super Built-up,North-East,RESALE,House,6.75,4.971428571428571,Low,Low Floor
1599,"Block C, Sushant Lok Phase 1",12,13,12,3762.0,Super Built-up,North,RESALE,House,17.9,8.013333333333334,Low,Low Floor
1600,DLF Phase 1,7,8,7,5000.0,Covered,Unknown,RESALE,House,23.0,21.43235294117647,Medium,Low Floor
1601,DLF Phase 2,7,8,7,5000.0,Super Built-up,North-East,RESALE,House,17.5,14.284594594594594,Low,Low Floor
1602,DLF Phase 2,7,8,7,5000.0,Covered,North-East,RESALE,House,19.0,14.284594594594594,Medium,Low Floor
1603,DLF Phase 1,8,8,8,4000.0,Covered,North-East,RESALE,House,14.9,21.43235294117647,Medium,Low Floor
1604,DLF Phase 1,7,8,7,5000.0,Covered,North-East,RESALE,House,17.5,21.43235294117647,Medium,Low Floor
1605,Sector 33,5,6,5,4600.0,Built-up,North-East,RESALE,House,12.7,13.652424242424244,Medium,Mid Floor
1606,Sector 15 Part 2,7,7,7,1836.0,Super Built-up,North-East,RESALE,House,7.0,8.8,Medium,Low Floor
1607,Sector 28,5,6,5,3240.0,Super Built-up,East,RESALE,House,9.6,7.902857142857143,Medium,Low Floor
1608,Pocket J Palam Vihar,7,7,7,1557.0,Super Built-up,East,RESALE,House,4.21,4.21,Low,Low Floor
1609,Tekchand Nagar,4,2,4,558.0,Super Built-up,Unknown,RESALE,House,0.76,0.82,Low,Low Floor
1610,Sector 109,5,6,5,2430.0,Super Built-up,North-East,RESALE,House,9.75,9.683529411764706,Low,Low Floor
1611,Sector 60,4,5,4,3780.0,Super Built-up,North,RESALE,House,6.12,4.679047619047619,Very High,Low Floor
1612,DLF Phase 5,3,3,3,1950.0,Built-up,East,RESALE,House,3.5,6.720000000000001,Low,Low Floor
1613,Sector 54,5,6,5,6500.0,Built-up,North-East,RESALE,House,30.0,22.56153846153846,Medium,Low Floor
1614,DLF Phase 2,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,20.0,14.284594594594594,Low,Low Floor
1615,Sushant Lok 3 Extension,3,4,3,2160.0,Super Built-up,North,RESALE,House,7.85,8.4,Low,Low Floor
1616,Sector 50,22,11,22,1368.0,Covered,South,RESALE,House,6.9,10.175,Medium,Low Floor
1617,Block C Palam Vihar,7,7,7,594.0,Super Built-up,North-East,RESALE,House,2.25,2.94,Low,Low Floor
1618,Sector 82,4,4,4,3240.0,Covered,Unknown,RESALE,House,8.55,5.451621621621622,Medium,Low Floor
1619,DLF Phase 2,9,12,9,2970.0,Super Built-up,North,RESALE,House,14.5,14.284594594594594,Medium,Mid Floor
1620,Sector 43,4,4,4,3500.0,Built-up,Unknown,RESALE,House,6.5,7.4422727272727265,Low,Low Floor
1621,Sector 67,4,4,4,2700.0,Covered,North,RESALE,House,4.5,4.372857142857143,Medium,Low Floor
1622,Sector 33,5,5,5,4518.0,Super Built-up,East,RESALE,House,12.4,13.652424242424244,Low,Low Floor
1623,Sector 56,10,10,10,3843.0,Super Built-up,North-East,RESALE,House,9.25,4.152083333333334,Low,Low Floor
1624,Sector 50,4,5,4,2160.0,Super Built-up,East,RESALE,House,8.5,10.175,Low,Low Floor
1625,Sector 48,3,4,3,288.0,Super Built-up,North,RESALE,House,8.8,9.550147058823528,Medium,Low Floor
1626,C Block Mayfield Garden,4,7,4,240.0,Covered,East,RESALE,House,8.5,8.25,Medium,Low Floor
1627,Sector 36A,2,3,2,1900.0,Super Built-up,North-East,RESALE,House,3.8,4.4023076923076925,Low,Low Floor
1628,Sector 109,5,6,5,4500.0,Super Built-up,Unknown,RESALE,House,20.5,9.683529411764706,Very High,Low Floor
1629,Nirvana Country,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,17.0,9.31625,Low,Low Floor
1630,Sector 109,4,4,4,6300.0,Super Built-up,Unknown,RESALE,House,8.5,9.683529411764706,Medium,Low Floor
1631,Sector 72,4,4,4,8500.0,Built-up,North-East,RESALE,House,15.0,10.318928571428572,Low,Low Floor
1632,Sector 72,4,4,4,4500.0,Built-up,North-East,RESALE,House,8.1,10.318928571428572,Low,Low Floor
1633,Sector 82,2,2,2,940.0,Super Built-up,Unknown,RESALE,House,0.94,5.451621621621622,Low,Low Floor
1634,B Block Sushant Lok Phase 1,10,10,10,2700.0,Super Built-up,North,RESALE,House,10.75,22.0,Low,Mid Floor
1635,DLF Phase 4,4,4,4,3240.0,Super Built-up,Unknown,RESALE,House,5.5,14.622,Low,Low Floor
1636,DLF Phase 2,5,6,5,2000.0,Covered,East,RESALE,House,8.8,14.284594594594594,Medium,Low Floor
1637,DLF Phase 2,5,6,5,3000.0,Covered,North-East,RESALE,House,12.7,14.284594594594594,Medium,Low Floor
1638,DLF Phase 2,6,7,6,4000.0,Covered,North-East,RESALE,House,15.9,14.284594594594594,Medium,Low Floor
1639,Sector 66,4,4,4,2403.0,Super Built-up,North,RESALE,House,14.0,8.949036144578313,Low,Low Floor
1640,Sector 66,5,5,5,4500.0,Super Built-up,North-East,RESALE,House,22.5,8.949036144578313,Low,Low Floor
1641,DLF Phase 1,7,8,7,4518.0,Super Built-up,North,RESALE,House,38.0,21.43235294117647,Low,Low Floor
1642,Sector-33 Sohna,2,2,2,1093.0,Super Built-up,North,RESALE,House,1.49,6.4413829787234045,High,Low Floor
1643,Sector 9A,3,3,3,1440.0,Built-up,Unknown,RESALE,House,3.75,3.75,Low,Low Floor
1644,DLF Phase 1,7,7,7,1800.0,Super Built-up,Unknown,RESALE,House,10.0,21.43235294117647,Low,Low Floor
1645,Sector 60,3,3,3,2250.0,Covered,Unknown,RESALE,House,4.0,4.679047619047619,Medium,Low Floor
1646,Suncity,4,5,4,3240.0,Super Built-up,East,RESALE,House,6.0,17.568181818181817,Low,Low Floor
1647,Sector 7,5,5,5,2250.0,Built-up,Unknown,RESALE,House,4.75,4.971428571428571,Medium,Low Floor
1648,Sector 67,5,6,5,2700.0,Super Built-up,Unknown,RESALE,House,8.5,4.372857142857143,Low,Low Floor
1649,Sector 82,5,6,5,3636.0,Super Built-up,North-East,RESALE,House,10.6,5.451621621621622,Low,Low Floor
1650,Sector 82,4,4,4,2700.0,Super Built-up,East,RESALE,House,6.49,5.451621621621622,Low,Low Floor
1651,Sector 46,6,6,6,5400.0,Super Built-up,North-East,RESALE,House,32.0,10.24962962962963,Low,Low Floor
1652,"Sushant Lok 2,Sector 55",12,12,12,1920.0,Super Built-up,Unknown,RESALE,House,8.25,7.768181818181818,Low,Low Floor
1653,Sector 66,5,5,5,3240.0,Super Built-up,East,RESALE,House,18.5,8.949036144578313,Low,Low Floor
1654,Sector 48,9,6,9,1728.0,Super Built-up,Unknown,RESALE,House,6.3,9.550147058823528,Low,Low Floor
1655,Rosewood City,5,4,5,1350.0,Super Built-up,Unknown,RESALE,House,4.3,7.822222222222223,Low,Low Floor
