,property_name,bedroom,bathroom,configuration,area,area_type,facing,age_possession,property_type,price_cr,sector_encoded,Luxury_category,Floor_category
749,Sector 65,3,3,3,3888.0,Super Built-up,North-East,Ready To Move,Flat,9.5,8.432784810126583,Low,Low Floor
750,Sector 30,4,4,4,4200.0,Super Built-up,North-East,Ready To Move,Flat,12.4,9.4375,Low,Low Floor
751,Sector 65,4,4,4,6365.0,Super Built-up,East,Ready To Move,Flat,16.5,8.432784810126583,Low,Low Floor
752,Sector 104,3,3,3,1689.0,Super Built-up,North-East,Ready To Move,Flat,2.45,2.838395061728395,Low,High Floor
753,Sector 99A,3,5,3,1997.0,Super Built-up,North-East,Ready To Move,Flat,2.7,2.37,Low,High Floor
754,Sector 99,2,2,2,1300.0,Carpet,Unknown,Ready To Move,Flat,1.35,3.950277777777778,Low,Low Floor
755,Sector 104,4,5,4,3150.0,Super Built-up,North-East,Ready To Move,Flat,4.0,2.838395061728395,Low,Low Floor
756,Sector 102,3,4,3,1942.0,Super Built-up,North-East,Ready To Move,Flat,2.55,2.667326732673267,Medium,Low Floor
757,Sector 70,3,4,3,1950.0,Super Built-up,Unknown,Ready To Move,Flat,2.55,2.246153846153846,Low,Low Floor
758,Sector 109,3,4,3,2150.0,Super Built-up,North-East,Ready To Move,Flat,2.7,9.683529411764706,Low,Low Floor
759,Sector 102,3,4,3,2550.0,Built-up,Unknown,Ready To Move,Flat,3.12,2.667326732673267,Low,High Floor
760,Sector 92,4,4,4,2226.0,Super Built-up,East,Ready To Move,Flat,1.9,2.1133333333333333,Low,Low Floor
761,Sector 85,3,3,3,2129.0,Carpet,Unknown,Ready To Move,Flat,2.95,2.713055555555556,Low,Low Floor
762,Sector 36A,2,2,2,1479.0,Super Built-up,North,Ready To Move,Flat,2.85,4.4023076923076925,Low,Low Floor
763,Sector 49,4,3,4,2016.0,Super Built-up,East,Ready To Move,Flat,3.25,4.587948717948718,Low,Low Floor
764,Sector 106,2,2,2,1665.0,Super Built-up,East,Ready To Move,Flat,2.63,2.6783018867924526,Low,Low Floor
765,Sector 81,3,4,3,2092.0,Super Built-up,Unknown,Ready To Move,Flat,3.6,3.7062857142857135,Low,Low Floor
766,Sector 70,2,3,2,1510.0,Super Built-up,East,Ready To Move,Flat,2.05,2.246153846153846,Low,Mid Floor
767,Sector 102,4,4,4,3198.0,Super Built-up,North-East,Ready To Move,Flat,3.8,2.667326732673267,Low,High Floor
768,Sector 48,1,1,1,1361.0,Super Built-up,East,Ready To Move,Flat,2.65,9.550147058823528,Low,High Floor
769,Sector 93,2,2,2,647.0,Super Built-up,Unknown,Ready To Move,Flat,0.72,1.5699999999999998,Low,Low Floor
770,Sector 81,2,2,2,1360.0,Super Built-up,North,Ready To Move,Flat,1.55,3.7062857142857135,Low,Mid Floor
771,Sector 81,3,4,3,2660.0,Super Built-up,East,Ready To Move,Flat,3.45,3.7062857142857135,Low,High Floor
772,Sector 63A,3,3,3,3678.0,Super Built-up,North-East,Ready To Move,Flat,4.3,4.715333333333334,Medium,Low Floor
773,Sector 99,4,4,4,2365.0,Super Built-up,Unknown,Ready To Move,Flat,2.37,3.950277777777778,Low,Mid Floor
774,Sector 82,3,4,3,1790.0,Super Built-up,East,Ready To Move,Flat,1.87,5.451621621621622,Low,Mid Floor
775,Sector 109,3,3,3,1590.0,Super Built-up,North-East,Ready To Move,Flat,2.3,9.683529411764706,Low,Low Floor
776,Sector 104,2,2,2,1099.0,Super Built-up,North-East,Ready To Move,Flat,1.65,2.838395061728395,Low,Low Floor
777,Sector-33 Sohna,3,3,3,1789.0,Super Built-up,East,Ready To Move,Flat,2.6,6.4413829787234045,Low,Low Floor
778,Sector 104,3,3,3,1359.0,Super Built-up,East,Ready To Move,Flat,1.86,2.838395061728395,Low,Low Floor
779,Sector 104,2,2,2,1099.0,Super Built-up,North-East,Ready To Move,Flat,1.6,2.838395061728395,Low,Mid Floor
780,Sector 86,3,3,3,1929.0,Super Built-up,East,Ready To Move,Flat,2.34,2.555897435897436,Low,Mid Floor
781,Sector 71,4,3,4,2193.0,Super Built-up,North,Ready To Move,Flat,2.75,5.482307692307692,Low,Low Floor
782,Sector 90,4,4,4,2364.0,Super Built-up,Unknown,Ready To Move,Flat,2.6,2.261428571428572,Low,Low Floor
783,Sector 106,3,3,3,2002.0,Super Built-up,Unknown,Ready To Move,Flat,3.15,2.6783018867924526,Low,High Floor
784,Sector 106,3,3,3,1855.0,Super Built-up,Unknown,Ready To Move,Flat,2.86,2.6783018867924526,Low,Low Floor
785,Sector 62,4,4,4,5514.0,Super Built-up,North-East,Ready To Move,Flat,19.3,7.19,Low,Low Floor
786,Sector 99A,4,4,4,2352.0,Super Built-up,West,Ready To Move,Flat,2.45,2.37,Low,Low Floor
787,Sector 66,4,4,4,3800.0,Super Built-up,East,Ready To Move,Flat,8.1,8.949036144578313,Low,High Floor
788,Sector 67,3,3,3,2333.0,Built-up,Unknown,Ready To Move,Flat,4.75,4.372857142857143,Low,High Floor
789,Sector 86,3,3,3,1929.0,Super Built-up,North,Ready To Move,Flat,2.32,2.555897435897436,Low,Low Floor
790,Sector 65,3,3,3,3525.0,Super Built-up,North-East,Ready To Move,Flat,11.8,8.432784810126583,Low,High Floor
791,Sector 81,3,3,3,1560.0,Super Built-up,Unknown,Ready To Move,Flat,1.4,3.7062857142857135,High,Low Floor
792,Sector 69,4,4,4,2010.0,Super Built-up,North-East,Ready To Move,Flat,3.2,3.0326829268292683,Low,High Floor
793,Sector 48,3,4,3,2719.0,Built-up,Unknown,Ready To Move,Flat,7.5,9.550147058823528,Low,Low Floor
794,Sector 113,3,3,3,2217.0,Super Built-up,Unknown,Ready To Move,Flat,3.35,4.3125,Low,High Floor
795,Sector 106,3,3,3,1855.0,Super Built-up,Unknown,Ready To Move,Flat,2.9,2.6783018867924526,High,Mid Floor
796,Sector 49,3,4,3,2061.0,Super Built-up,East,Ready To Move,Flat,3.4,4.587948717948718,Low,Low Floor
797,Sector 99,3,3,3,2780.0,Super Built-up,Unknown,Ready To Move,Flat,3.64,3.950277777777778,Low,Low Floor
798,Sector 92,3,3,3,1920.0,Super Built-up,North-East,Ready To Move,Flat,2.2,2.1133333333333333,Low,Low Floor
799,Sector 104,3,3,3,1689.0,Super Built-up,Unknown,Ready To Move,Flat,2.4,2.838395061728395,Low,Low Floor
800,Sector 102,3,3,3,1889.0,Super Built-up,Unknown,Ready To Move,Flat,2.55,2.667326732673267,Medium,Low Floor
801,Sector 102,3,3,3,1852.0,Super Built-up,Unknown,Ready To Move,Flat,2.8,2.667326732673267,Low,Low Floor
802,Sector 108,3,3,3,1711.0,Super Built-up,North-East,Ready To Move,Flat,3.25,4.32938775510204,Low,Low Floor
803,Sector 104,3,2,3,1389.0,Super Built-up,West,Ready To Move,Flat,2.0,2.838395061728395,Low,High Floor
804,Sector 104,2,2,2,1099.0,Super Built-up,East,Ready To Move,Flat,1.66,2.838395061728395,Low,High Floor
805,DLF Phase 2,4,4,4,2245.0,Super Built-up,Unknown,Ready To Move,Flat,4.52,14.284594594594594,Low,Low Floor
806,Sector 67A,2,2,2,850.0,Built-up,East,Ready To Move,Flat,0.82,2.973529411764705,Low,Mid Floor
807,Sector 59,4,4,4,3395.0,Super Built-up,North,Ready To Move,Flat,9.0,6.363809523809524,Low,High Floor
808,Sector 54,4,6,4,4050.0,Super Built-up,Unknown,Ready To Move,Flat,12.0,22.56153846153846,Low,Low Floor
809,Sector 62,3,3,3,2567.0,Super Built-up,North,Ready To Move,Flat,5.45,7.19,Low,High Floor
810,Sector 81,3,4,3,2660.0,Super Built-up,Unknown,Ready To Move,Flat,3.49,3.7062857142857135,Low,High Floor
811,Sector 104,3,3,3,1689.0,Super Built-up,East,Ready To Move,Flat,2.26,2.838395061728395,Low,Mid Floor
812,Sector 53,4,5,4,3390.0,Super Built-up,West,Ready To Move,Flat,10.15,7.78,Low,High Floor
813,Sector 48,4,4,4,3931.0,Super Built-up,Unknown,Ready To Move,Flat,15.5,9.550147058823528,Low,Low Floor
814,Sector 72,4,5,4,2905.0,Super Built-up,North-East,Ready To Move,Flat,5.2,10.318928571428572,Low,Low Floor
815,Sector 102,3,4,3,2149.0,Super Built-up,East,Ready To Move,Flat,2.95,2.667326732673267,Low,Low Floor
816,Sector 62,2,2,2,1508.0,Super Built-up,East,Ready To Move,Flat,3.5,7.19,Low,Low Floor
817,Sector 90,4,5,4,2727.0,Carpet,East,Ready To Move,Flat,3.1,2.261428571428572,Low,Low Floor
818,Sector 106,3,3,3,1855.0,Super Built-up,Unknown,Ready To Move,Flat,2.8,2.6783018867924526,Low,Low Floor
819,Sector 62,4,5,4,4690.0,Super Built-up,East,Ready To Move,Flat,16.1,7.19,Low,High Floor
820,Sector 86,3,3,3,1929.0,Super Built-up,East,Ready To Move,Flat,2.3,2.555897435897436,Low,High Floor
821,Sector 102,4,4,4,2162.0,Super Built-up,North-East,Ready To Move,Flat,3.21,2.667326732673267,Low,Low Floor
822,Sector 70,3,5,3,1950.0,Super Built-up,North-East,Ready To Move,Flat,2.3,2.246153846153846,Low,High Floor
823,Sector-33 Sohna,3,3,3,1929.0,Super Built-up,East,Ready To Move,Flat,2.05,6.4413829787234045,Low,High Floor
824,Sector 86,3,3,3,1867.0,Super Built-up,East,Ready To Move,Flat,2.31,2.555897435897436,Low,Low Floor
825,Sector 65,3,3,3,2979.0,Super Built-up,Unknown,Ready To Move,Flat,7.19,8.432784810126583,Low,Low Floor
826,Sector 65,3,3,3,4010.0,Super Built-up,East,Ready To Move,Flat,10.39,8.432784810126583,Low,Low Floor
827,Sector 65,3,3,3,2499.0,Super Built-up,East,Ready To Move,Flat,6.25,8.432784810126583,Low,Low Floor
828,Sector 65,3,3,3,2040.0,Super Built-up,Unknown,Ready To Move,Flat,3.67,8.432784810126583,Low,Low Floor
829,Nirvana Country,3,4,3,2617.0,Super Built-up,Unknown,Ready To Move,Flat,3.72,9.31625,Low,Low Floor
830,Sector 65,3,3,3,1932.0,Super Built-up,North-East,Ready To Move,Flat,3.65,8.432784810126583,Low,Low Floor
831,Sector 108,3,3,3,2072.0,Super Built-up,North-East,Ready To Move,Flat,3.95,4.32938775510204,Low,Low Floor
832,Sector 79,4,4,4,2675.0,Super Built-up,East,Ready To Move,Flat,3.41,2.543333333333333,Low,Low Floor
833,Sector 89 A,3,4,3,2150.0,Super Built-up,North-East,Ready To Move,Flat,2.4,2.81625,Low,High Floor
834,Sector 108,3,2,3,2003.0,Super Built-up,Unknown,Ready To Move,Flat,2.55,4.32938775510204,Low,Low Floor
835,Sector 102,3,3,3,1689.0,Super Built-up,Unknown,Ready To Move,Flat,2.45,2.667326732673267,Low,Low Floor
836,Sector 102,4,3,4,3198.0,Super Built-up,Unknown,Ready To Move,Flat,3.9,2.667326732673267,Low,Low Floor
837,Sector 106,3,3,3,2002.0,Super Built-up,Unknown,Ready To Move,Flat,3.36,2.6783018867924526,Low,Low Floor
838,Sector 106,3,3,3,1855.0,Super Built-up,Unknown,Ready To Move,Flat,2.95,2.6783018867924526,Low,Low Floor
839,Sector 106,2,2,2,1366.0,Super Built-up,Unknown,Ready To Move,Flat,2.4,2.6783018867924526,Low,Low Floor
840,Sector 108,3,3,3,2072.0,Super Built-up,East,Ready To Move,Flat,3.9,4.32938775510204,Low,High Floor
841,Sector 108,3,5,3,2343.0,Super Built-up,Unknown,Ready To Move,Flat,5.1,4.32938775510204,Low,High Floor
842,Sector 77,4,4,4,3577.0,Built-up,South,Under Construction,Flat,7.3,3.3463636363636367,Low,Low Floor
843,Sector 65,3,3,3,2499.0,Super Built-up,East,Ready To Move,Flat,5.99,8.432784810126583,Low,High Floor
844,Sector 84,3,3,3,2244.0,Super Built-up,North,Ready To Move,Flat,2.65,2.2295238095238097,Low,High Floor
845,Sector 85,3,3,3,1485.0,Carpet,Unknown,Ready To Move,Flat,1.39,2.713055555555556,Low,Low Floor
846,Sector 66,3,3,3,2200.0,Super Built-up,North,Ready To Move,Flat,4.4,8.949036144578313,Low,Low Floor
847,Sector 56,3,3,3,1800.0,Carpet,North,Ready To Move,Flat,2.37,4.152083333333334,Low,Low Floor
848,Sector 111,4,5,4,2950.0,Super Built-up,East,Ready To Move,Flat,4.45,5.433,Low,Low Floor
849,Sector 61,3,3,3,1795.0,Super Built-up,Unknown,Ready To Move,Flat,3.1,3.042666666666667,Low,High Floor
850,Sector 55,4,3,4,2350.0,Super Built-up,East,Ready To Move,Flat,2.65,8.13125,Low,Mid Floor
851,Sector 81,4,6,4,3470.0,Super Built-up,West,Ready To Move,Flat,4.5,3.7062857142857135,Low,High Floor
852,Sector 30,3,5,3,2368.0,Super Built-up,North-East,Ready To Move,Flat,4.85,9.4375,Low,High Floor
853,Sector 104,3,4,3,2290.0,Super Built-up,North-East,Ready To Move,Flat,2.9,2.838395061728395,Low,Low Floor
854,Sector 92,3,2,3,1523.0,Super Built-up,Unknown,Ready To Move,Flat,1.38,2.1133333333333333,Low,Low Floor
855,Sector 99A,3,5,3,1997.0,Super Built-up,North,Ready To Move,Flat,2.18,2.37,Low,Mid Floor
856,Sector 65,2,3,2,1261.0,Super Built-up,Unknown,Ready To Move,Flat,2.35,8.432784810126583,Low,High Floor
857,Sector 112,4,6,4,4730.0,Super Built-up,North-East,Ready To Move,Flat,8.75,5.9,Low,Low Floor
858,Sector 111,4,4,4,2570.0,Super Built-up,Unknown,Under Construction,Flat,5.14,5.433,Low,High Floor
859,Sector 81,3,4,3,2660.0,Super Built-up,East,Ready To Move,Flat,3.46,3.7062857142857135,Low,Low Floor
860,Sector 93,3,4,3,2105.0,Super Built-up,North,Ready To Move,Flat,1.89,1.5699999999999998,Low,Mid Floor
861,Nirvana Country,4,5,4,2939.0,Super Built-up,South,Ready To Move,Flat,5.38,9.31625,Low,High Floor
862,Sector 49,3,4,3,2083.0,Super Built-up,Unknown,Ready To Move,Flat,3.45,4.587948717948718,Low,High Floor
863,Sector 49,3,3,3,1756.0,Super Built-up,Unknown,Ready To Move,Flat,3.2,4.587948717948718,Low,Low Floor
864,Sector 95A,2,2,2,514.0,Carpet,Unknown,Ready To Move,Flat,0.7,0.642,Low,High Floor
865,Sector 82,3,3,3,1960.0,Super Built-up,West,Ready To Move,Flat,1.95,5.451621621621622,Low,Low Floor
866,Sector 67,3,3,3,2727.0,Super Built-up,East,Ready To Move,Flat,5.41,4.372857142857143,Low,Mid Floor
867,Sector 67A,3,4,3,1852.0,Super Built-up,East,Ready To Move,Flat,3.15,2.973529411764705,Low,Low Floor
868,Sector 3,2,2,2,1444.0,Carpet,Unknown,Ready To Move,Flat,1.41,1.55,Medium,Mid Floor
869,Sector 67,3,3,3,2400.0,Super Built-up,Unknown,Ready To Move,Flat,4.8,4.372857142857143,Low,Low Floor
870,Sector 66,3,3,3,1950.0,Super Built-up,North-East,Ready To Move,Flat,4.0,8.949036144578313,Low,Mid Floor
871,Sector 48,4,3,4,2076.0,Super Built-up,North-East,Ready To Move,Flat,3.65,9.550147058823528,Low,Mid Floor
872,Sector 66,4,4,4,2100.0,Super Built-up,North,Ready To Move,Flat,4.9,8.949036144578313,Low,Low Floor
873,Sector 104,3,3,3,2549.0,Super Built-up,Unknown,Ready To Move,Flat,3.3,2.838395061728395,Medium,Low Floor
874,Sector 86,3,3,3,1930.0,Super Built-up,Unknown,Ready To Move,Flat,2.08,2.555897435897436,Low,Low Floor
875,Sector 102,2,2,2,1215.0,Super Built-up,North-East,Ready To Move,Flat,2.0,2.667326732673267,Low,Mid Floor
876,Sector 68,3,2,3,1483.0,Super Built-up,North,Ready To Move,Flat,1.85,1.7971428571428572,Low,Low Floor
877,Sector 68,2,2,2,1245.0,Super Built-up,North,Ready To Move,Flat,1.58,1.7971428571428572,Low,High Floor
878,Sector 65,3,4,3,2499.0,Super Built-up,East,Ready To Move,Flat,5.75,8.432784810126583,Low,High Floor
879,Sector 112,5,6,5,6325.0,Super Built-up,East,Ready To Move,Flat,8.49,5.9,Low,Mid Floor
880,Sector 30,3,4,3,2346.0,Super Built-up,East,Ready To Move,Flat,5.25,9.4375,Low,Low Floor
881,Sector 81,4,4,4,2872.0,Super Built-up,East,Ready To Move,Flat,4.87,3.7062857142857135,Low,Low Floor
882,Sector 81,3,4,3,2100.0,Super Built-up,North-East,Ready To Move,Flat,3.5,3.7062857142857135,Low,High Floor
883,Sector 81,4,5,4,2825.0,Super Built-up,North-East,Ready To Move,Flat,5.0,3.7062857142857135,Low,High Floor
884,Sector 81,3,4,3,2660.0,Super Built-up,West,Ready To Move,Flat,3.5,3.7062857142857135,Low,High Floor
885,Sector 86,3,3,3,1929.0,Super Built-up,North-East,Ready To Move,Flat,2.33,2.555897435897436,Low,High Floor
886,Sector 65,2,2,2,1261.0,Super Built-up,East,Ready To Move,Flat,2.45,8.432784810126583,Low,High Floor
887,Sector 89,3,3,3,1494.0,Super Built-up,Unknown,Ready To Move,Flat,1.67,1.7808695652173914,Low,Mid Floor
888,Sector 66,3,3,3,1950.0,Super Built-up,Unknown,Ready To Move,Flat,3.85,8.949036144578313,Low,Low Floor
889,Sector 66,4,5,4,2100.0,Super Built-up,Unknown,Ready To Move,Flat,4.5,8.949036144578313,Low,Low Floor
890,Sector 66,4,5,4,2100.0,Super Built-up,Unknown,Ready To Move,Flat,4.0,8.949036144578313,Low,Low Floor
891,Sector 66,4,5,4,2410.0,Super Built-up,Unknown,Ready To Move,Flat,4.0,8.949036144578313,Low,Low Floor
892,Sector 66,3,4,3,2200.0,Super Built-up,North,Ready To Move,Flat,4.5,8.949036144578313,Low,Low Floor
893,Sector 66,2,2,2,1200.0,Super Built-up,North,Ready To Move,Flat,2.2,8.949036144578313,Low,Low Floor
894,Sector 85,4,4,4,2599.0,Carpet,East,Ready To Move,Flat,3.51,2.713055555555556,Low,Low Floor
895,Sector 85,3,3,3,1829.0,Carpet,East,Ready To Move,Flat,2.5,2.713055555555556,Low,Low Floor
896,Sector 66,2,2,2,1200.0,Super Built-up,West,Ready To Move,Flat,2.4,8.949036144578313,Low,High Floor
897,Sector 68,2,2,2,1245.0,Super Built-up,North,Ready To Move,Flat,1.6,1.7971428571428572,Low,High Floor
898,Sector 66,4,4,4,2052.0,Super Built-up,North,Ready To Move,Flat,4.09,8.949036144578313,Low,High Floor
899,Sector 66,3,4,3,1870.0,Super Built-up,Unknown,Ready To Move,Flat,3.42,8.949036144578313,Low,Low Floor
900,Sector 102,3,4,3,1942.0,Super Built-up,North-East,Ready To Move,Flat,2.5,2.667326732673267,Low,Low Floor
901,Sector 86,3,3,3,1929.0,Super Built-up,North-East,Ready To Move,Flat,2.27,2.555897435897436,Low,High Floor
902,Sector 102,3,4,3,2000.0,Super Built-up,Unknown,Ready To Move,Flat,2.33,2.667326732673267,Low,Low Floor
903,Sector 57,4,5,4,2948.0,Super Built-up,Unknown,Ready To Move,Flat,5.0,8.295333333333334,Low,Low Floor
904,Sector 67,4,4,4,3297.0,Super Built-up,Unknown,Ready To Move,Flat,5.85,4.372857142857143,Low,Low Floor
905,Sector-33 Sohna,3,2,3,1275.0,Carpet,East,Ready To Move,Flat,2.0,6.4413829787234045,Low,Low Floor
906,Sector-33 Sohna,3,3,3,1789.0,Super Built-up,Unknown,Ready To Move,Flat,2.9,6.4413829787234045,Medium,Low Floor
907,Sector 30,4,5,4,4365.0,Super Built-up,West,Ready To Move,Flat,10.5,9.4375,Low,High Floor
908,Sector 69,3,3,3,1578.0,Super Built-up,East,Ready To Move,Flat,2.35,3.0326829268292683,Low,Mid Floor
909,Sector 106,3,3,3,2002.0,Super Built-up,North-East,Ready To Move,Flat,3.1,2.6783018867924526,Low,Low Floor
910,Sector 56,1,1,1,650.0,Super Built-up,East,Ready To Move,Flat,0.85,4.152083333333334,Low,Low Floor
911,Sector 69,3,3,3,1812.0,Super Built-up,East,Ready To Move,Flat,3.2,3.0326829268292683,Low,Low Floor
912,Sector 3,2,2,2,1444.0,Super Built-up,East,Ready To Move,Flat,1.44,1.55,Low,Low Floor
913,Sector 3,2,2,2,1444.0,Super Built-up,North,Ready To Move,Flat,1.35,1.55,Low,Low Floor
914,Sector 102,3,3,3,1692.0,Super Built-up,North-East,Ready To Move,Flat,2.75,2.667326732673267,Low,High Floor
915,Sector 65,2,2,2,1261.0,Super Built-up,East,Ready To Move,Flat,2.45,8.432784810126583,Low,High Floor
916,DLF Phase 5,4,4,4,2430.0,Super Built-up,North-East,Ready To Move,Flat,6.75,6.720000000000001,Low,Low Floor
917,Sector 92,4,4,4,2325.0,Super Built-up,North-East,Ready To Move,Flat,2.86,2.1133333333333333,Low,Low Floor
918,Sector 37D,2,2,2,800.0,Built-up,North-East,Ready To Move,Flat,0.73,2.6355,Low,Low Floor
919,Sector 77,2,2,2,1616.0,Super Built-up,Unknown,Ready To Move,Flat,1.73,3.3463636363636367,Low,Low Floor
920,Sector 85,3,3,3,2130.0,Super Built-up,North-East,Ready To Move,Flat,3.0,2.713055555555556,Low,Low Floor
921,Sector 89,2,2,2,1196.0,Built-up,North-East,Ready To Move,Flat,1.29,1.7808695652173914,Low,Low Floor
922,Sector 106,3,3,3,2025.0,Super Built-up,North-East,Ready To Move,Flat,3.1,2.6783018867924526,Low,Mid Floor
923,Sector 86,3,4,3,1895.0,Super Built-up,East,Ready To Move,Flat,2.75,2.555897435897436,Low,Mid Floor
924,Sector 102,3,3,3,1889.0,Super Built-up,North-East,Ready To Move,Flat,2.45,2.667326732673267,Low,Low Floor
925,Sector 66,3,4,3,2221.0,Super Built-up,Unknown,Ready To Move,Flat,4.6,8.949036144578313,Low,Low Floor
926,Sector 106,3,4,3,1760.0,Super Built-up,East,Ready To Move,Flat,1.75,2.6783018867924526,Low,Low Floor
927,Sector 109,3,3,3,1745.0,Super Built-up,North-East,Ready To Move,Flat,2.2,9.683529411764706,Low,Low Floor
928,Sector 66,3,3,3,1872.0,Super Built-up,East,Ready To Move,Flat,3.5,8.949036144578313,Low,High Floor
929,Sector 104,3,2,3,1359.0,Super Built-up,East,Ready To Move,Flat,1.9,2.838395061728395,Low,High Floor
930,Sector 42,4,4,4,6400.0,Super Built-up,Unknown,Ready To Move,Flat,45.0,30.463636363636365,Low,Low Floor
931,Sector 54,4,6,4,3541.0,Super Built-up,East,Ready To Move,Flat,18.5,22.56153846153846,Low,Low Floor
932,Sector 62,4,4,4,2000.0,Super Built-up,Unknown,Ready To Move,Flat,5.1,7.19,Low,Low Floor
933,Sector 60,4,5,4,2800.0,Super Built-up,Unknown,Ready To Move,Flat,6.8,4.679047619047619,Low,Low Floor
934,Sector 89,3,3,3,1494.0,Super Built-up,North,Ready To Move,Flat,1.65,1.7808695652173914,Low,Mid Floor
935,Sector 89,2,2,2,1196.0,Super Built-up,East,Ready To Move,Flat,1.35,1.7808695652173914,Low,Low Floor
936,Sector 37D,4,3,4,2213.0,Super Built-up,Unknown,Ready To Move,Flat,2.8,2.6355,Medium,Low Floor
937,Sector 106,3,3,3,1855.0,Built-up,Unknown,Ready To Move,Flat,2.9,2.6783018867924526,Low,High Floor
938,Sector 67A,3,3,3,1900.0,Super Built-up,West,Ready To Move,Flat,3.4,2.973529411764705,Low,High Floor
939,Sector 37C,3,3,3,1800.0,Super Built-up,Unknown,Ready To Move,Flat,2.05,1.740714285714286,Low,Low Floor
940,Sector 102,3,3,3,1692.0,Super Built-up,North-East,Ready To Move,Flat,2.6,2.667326732673267,Low,High Floor
941,Sector 86,2,2,2,600.0,Carpet,Unknown,Ready To Move,Flat,0.7,2.555897435897436,Low,Low Floor
942,Sector 102,2,2,2,915.0,Super Built-up,Unknown,Ready To Move,Flat,1.55,2.667326732673267,Low,Low Floor
943,Sector 84,2,2,2,1350.0,Super Built-up,Unknown,Ready To Move,Flat,1.17,2.2295238095238097,Low,Low Floor
944,Sector 65,3,3,3,1828.0,Built-up,Unknown,Ready To Move,Flat,3.47,8.432784810126583,Low,Low Floor
945,Sector 43,4,4,4,2800.0,Built-up,North,Ready To Move,Flat,4.15,7.4422727272727265,Medium,Low Floor
946,Sector 104,2,2,2,1099.0,Super Built-up,North,Ready To Move,Flat,1.7,2.838395061728395,Low,Low Floor
947,Sector 69,3,3,3,1578.0,Super Built-up,North-East,Ready To Move,Flat,2.2,3.0326829268292683,Low,High Floor
948,Sector 36A,3,3,3,1957.0,Super Built-up,North,Ready To Move,Flat,3.7,4.4023076923076925,Low,Low Floor
949,Sector 106,3,3,3,1665.0,Super Built-up,East,Ready To Move,Flat,1.65,2.6783018867924526,Low,Mid Floor
950,Sector 89,3,3,3,1910.0,Super Built-up,North-East,Ready To Move,Flat,1.62,1.7808695652173914,Low,Low Floor
