,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location
138,Project,"3, 4 BHK Flat in Sector 71, Gurgaon","3, 4 BHK Flat in Sector 71, Gurgaon",₹6.79 Cr,,4.0,,4 BHK,3480.0,"3,480 sqft",,,,,,,,,"Looking for your dream home? Explore 3,4 BHK apartments in Sector 71, now available in Signature Global Cloverdale SPR. Here units have different sizes, mostly in range of 2,095 - 3,480 sqft SUPER area. This society is RERA approved and GGM/955/687/2025/58 DATED 10.06.2025 is the RERA number. This society offers apartments in the price range of Rs. 4.09 - 6.79 Cr",,,Nearby : GD Goenka Public School Spaze iTech Business Park
143,Project,"4, 5 BHK Flat in Sector 42, Gurgaon","4, 5 BHK Flat in Sector 42, Gurgaon",₹65 Cr,,5.0,,5 BHK,10777.0,"10,777 sqft",,,,Ready To Move,,,,,"Finest 4,5 BHK apartments in Sector 42 available for sale in DLF The Magnolias. Here units have different sizes, mostly in range of 5,825 - 10,777 sqft SUPER area. Apartments in this complex are available in price range of Rs. 44.65 - 65 Cr. Apartments at DLF The Magnolias is currently Ready To Move",,,Nearby : Ambience Public School Heritage Intl Xperiential School
148,Project,"3, 4 BHK Flat in Sector 81, Gurgaon","3, 4 BHK Flat in Sector 81, Gurgaon",₹3.49 Cr,,3.0,,3 BHK,3035.0,"3,035 sqft",,,,,,,,,"Choose your dream home from the wide variety of 3,4 BHK apartments in Sector 81, available for sale in DLF The Ultima. DLF The Ultima apartments are available in multiples sizes, ranging from 1,911 - 3,035 sqft SUPER area. The housing society is RERA-registered with GGM/358/90/2019/52 DATED 20.09.2019 registration number. Prices of apartments in this project, vary between Rs. 3.49 - 4.9 Cr",,,Nearby : Miracles Apollo Cradle Hospital Vatika Town Square Mall
150,Project,"3, 4 BHK Flat in Sector 104, Gurgaon","3, 4 BHK Flat in Sector 104, Gurgaon",₹10.5 Cr,,3.0,,3 BHK,2770.0,"2,770 sqft",,,,,,,,,"Beautiful 3,4 BHK apartments in Sector 104, are now available in Delphine Central Park Estates housing project. Apartments in Delphine Central Park Estates have CARPET area ranging between 2,075 - 2,770 sqft. Delphine Central Park Estates 's RERA registration number is GGM/997/729/2025/100 DATED 16.10.2025. Prices of apartments in this project, vary between Rs. 10.5 - 14.4 Cr",,,
151,Project,"3, 4 BHK Flat in Sector 104, Gurgaon","3, 4 BHK Flat in Sector 104, Gurgaon",₹14.4 Cr,,4.0,,4 BHK,2770.0,"2,770 sqft",,,,,,,,,"Beautiful 3,4 BHK apartments in Sector 104, are now available in Delphine Central Park Estates housing project. Apartments in Delphine Central Park Estates have CARPET area ranging between 2,075 - 2,770 sqft. Delphine Central Park Estates 's RERA registration number is GGM/997/729/2025/100 DATED 16.10.2025. Prices of apartments in this project, vary between Rs. 10.5 - 14.4 Cr",,,
155,Project,"3, 4 BHK Flat in Sector 36A, Gurgaon","3, 4 BHK Flat in Sector 36A, Gurgaon",₹7.42 Cr,,4.0,,4 BHK,1899.0,"1,899 sqft",,,,,,,,,"Finest 3,4 BHK apartments in Sector 36A available for sale in Max Estate 360. The housing society is RERA-registered with GGM/860/592/2024/87 DATED 16.08.2024 registration number. Prices of apartments in this project, vary between Rs. 5.48 - 7.42 Cr. Here units have different sizes, mostly in range of 1,404 - 1,899 sqft CARPET area",,,Nearby : Holiday Inn by IHG Miracles Apollo Cradle/Spectra Sec 82
156,Project,"3 BHK Flat in Sector 88A, Gurgaon","3 BHK Flat in Sector 88A, Gurgaon",₹2.4 Cr,,3.0,,3 BHK,1848.0,"1,848 sqft",,,,,,,,,"Looking for your dream home? Explore 3 BHK apartments in Sector 88A, now available in ROF Pravasa. Apartment prices in this housing society vary in the range of Rs. 2.4 Cr. ROF Pravasa is a RERA- registered society and RC/REP/HARERA/GGM/918/650/2025/21 is the RERA registration number. ROF Pravasa has apartments in multiple configurations, in range of 1,848 sqft",,,Nearby : Saint Paul's School Aarvy Healthcare Hospital
157,Individual,"4 BHK Flat in Sector 30, Gurgaon","4 BHK Flat in Sector 30, Gurgaon",₹15.5 Cr,"₹30,167 /sqft",4.0,4.0,4 BHK,5138.0,"5,138 sqft",Carpet,,North,Ready To Move,,3.0,,,"This residential flat is north-Facing direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 5138 sq.Ft. This flat lies on the 12th level of a 17 storey building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The beautifully designed marble flooring enhances the beauty of the flat....",Unitech The World Spa West,Unitech The World Spa West,North Facing Gated Society
158,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.7 Cr,"₹9,714 /sqft",3.0,3.0,3 BHK,1750.0,"1,750 sqft",Built-up,,East,Under Construction,,,,"Parking, Garden",Low density and big room size on first floor with 2 parking,Ace Palm Floors,Ace Palm Floors,East Facing Private Garden
159,Project,"2, 3, 4 BHK Flat in Sector 3, Gurgaon","2, 3, 4 BHK Flat in Sector 3, Gurgaon",₹1.45 Cr,,2.0,,2 BHK,1572.0,"1,572 sqft",,,,,,,,,"Spacious 2,3,4 BHK apartments in Sector 3 are available for sale.Check out latest property options at Godrej Habitat housing society. Apartment prices in this housing society vary in the range of Rs. 1.45 - 2.6 Cr. The housing society is RERA-registered with GGM/317/49/2019/11 DATED 08.03.2019 registration number. Here units have different sizes, mostly in range of 913 - 1,572 sqft CARPET area",,,Nearby : Sneh Hospital Gems International School
160,Project,"2, 3, 4 BHK Flat in Sector 3, Gurgaon","2, 3, 4 BHK Flat in Sector 3, Gurgaon",₹2.1 Cr,,3.0,,3 BHK,1572.0,"1,572 sqft",,,,,,,,,"Spacious 2,3,4 BHK apartments in Sector 3 are available for sale.Check out latest property options at Godrej Habitat housing society. Apartment prices in this housing society vary in the range of Rs. 1.45 - 2.6 Cr. The housing society is RERA-registered with GGM/317/49/2019/11 DATED 08.03.2019 registration number. Here units have different sizes, mostly in range of 913 - 1,572 sqft CARPET area",,,Nearby : Sneh Hospital Gems International School
161,Project,"2, 3, 4 BHK Flat in Sector 3, Gurgaon","2, 3, 4 BHK Flat in Sector 3, Gurgaon",₹2.6 Cr,,4.0,,4 BHK,1572.0,"1,572 sqft",,,,,,,,,"Spacious 2,3,4 BHK apartments in Sector 3 are available for sale.Check out latest property options at Godrej Habitat housing society. Apartment prices in this housing society vary in the range of Rs. 1.45 - 2.6 Cr. The housing society is RERA-registered with GGM/317/49/2019/11 DATED 08.03.2019 registration number. Here units have different sizes, mostly in range of 913 - 1,572 sqft CARPET area",,,Nearby : Sneh Hospital Gems International School
162,Project,"2, 3 BHK Flat in Sector 102, Gurgaon","2, 3 BHK Flat in Sector 102, Gurgaon",₹3.47 Cr,,2.0,,2 BHK,,,,,,Under Construction,,,,,"BPTP Amstoria Verti Greens society now offers elegantly built 2,3 BHK apartments in Sector 102. This society offers apartments in the price range of Rs. 3.47 - 4.2 Cr. BPTP Amstoria Verti Greens is a RERA- registered society and GGM/910/642/2025/13 is the RERA registration number. The apartments here are Under Construction",,,Nearby : Satya The Hive Business Center Delhi Public School
169,Project,"3, 4 BHK Flat in Sector 71, Gurgaon","3, 4 BHK Flat in Sector 71, Gurgaon",₹5.3 Cr,,3.0,,3 BHK,3780.0,"3,780 sqft",,,,,,,,,"Finest 3,4 BHK apartments in Sector 71 available for sale in Signature Global Titanium SPR. Here units have different sizes, mostly in range of 2,780 - 3,780 sqft SUPER area. Signature Global Titanium SPR is a RERA- registered society and GGM/831/563/2024/58 DATED 03.06.2024 is the RERA registration number. Apartments in this complex are available in price range of Rs. 5.3 - 7.19 Cr",,,Nearby : CD International School Polaris Hospital
170,Project,"3, 4 BHK Flat in Sector 71, Gurgaon","3, 4 BHK Flat in Sector 71, Gurgaon",₹7.19 Cr,,4.0,,4 BHK,3780.0,"3,780 sqft",,,,,,,,,"Finest 3,4 BHK apartments in Sector 71 available for sale in Signature Global Titanium SPR. Here units have different sizes, mostly in range of 2,780 - 3,780 sqft SUPER area. Signature Global Titanium SPR is a RERA- registered society and GGM/831/563/2024/58 DATED 03.06.2024 is the RERA registration number. Apartments in this complex are available in price range of Rs. 5.3 - 7.19 Cr",,,Nearby : CD International School Polaris Hospital
171,Project,"2, 3 BHK Flat in Sector 104, Gurgaon","2, 3 BHK Flat in Sector 104, Gurgaon",₹1.62 Cr,,2.0,,2 BHK,1689.0,"1,689 sqft",,,,,,,,,"Finest 2,3 BHK apartments in Sector 104 available for sale in Hero Homes. Hero Homes apartments are available in multiples sizes, ranging from 1,099 - 1,689 sqft SUPER area. This society offers apartments in the price range of Rs. 1.62 - 2.48 Cr. Hero Homes is a RERA- registered society and GGM/292/2018/24 DATED 13.11.2018 is the RERA registration number",,,Nearby : Gurugram Global Heights School The Esplanade Mall
175,Project,"2, 3, 4 BHK Flat in Sector-33 Sohna, Gurgaon","2, 3, 4 BHK Flat in Sector-33 Sohna, Gurgaon",₹5.99 Cr,,4.0,,4 BHK,,,,,,,,,,"Swimming Pool, Gym, Club House","Central Park Flower Valley brings you beautifully designed 2 BHK Apartment, 3 BHK Apartment and 4 BHK Apartment in Sector-33 Sohna. Swimming Pool, Gymnasium and Club House are some of the popular amenities offered in this project. Prices here start from Rs. 2.72 Cr. The housing society is spread over an area of 500 acres",,,Nearby : NH 248A GD Goenka Signature School
180,Project,"2, 3 BHK Flat in Sohna, Gurgaon","2, 3 BHK Flat in Sohna, Gurgaon",₹1.72 Cr,,3.0,,3 BHK,1730.0,"1,730 sqft",,,,,,,,,"Choose your dream home from the wide variety of 2,3 BHK apartments in Sohna, available for sale in Ashiana Mulberry. Apartments in Ashiana Mulberry have SUPER area ranging between 1,210 - 1,730 sqft. This society offers apartments in the price range of Rs. 1.21 - 1.72 Cr. Ashiana Mulberry is a RERA- registered society and GGM/290/2018/22 DATED 23.10.2018 is the RERA registration number",,,Nearby : K.R. Mangalam University Vardaan Hospital
185,Project,"2, 3, 4 BHK Flat in Sector 89, Gurgaon","2, 3, 4 BHK Flat in Sector 89, Gurgaon",₹1.98 Cr,,4.0,,4 BHK,2750.0,"2,750 sqft",,,,,,,,,"Greenopolis society now offers elegantly built 2,3,4 BHK apartments in Sector 89. Prices of apartments in this project, vary between Rs. 1.3 - 1.98 Cr. Apartments in Greenopolis have SUPER area ranging between 1,297 - 2,750 sqft. Greenopolis 's RERA registration number is RC/REP/HARERA/GGM/311/43/2019/05",,,Nearby : RPS International School EBD 89 Business Park
186,Project,"3, 4 BHK Flat in Sector 80, Gurgaon","3, 4 BHK Flat in Sector 80, Gurgaon",₹7.01 Cr,,3.0,,3 BHK,2540.0,"2,540 sqft",,,,,,,,,"Finest 3,4 BHK apartments in Sector 80 available for sale in Sobha Aranya. Prices of apartments in this project, vary between Rs. 7.01 - 9.76 Cr. Sobha Aranya has apartments in multiple configurations, in range of 2,024 - 2,540 sqft. Sobha Aranya is a RERA- registered society and GGM/808/540/2024/35 DATED 01.04.2024 is the RERA registration number",,,"Nearby : Savoy Suites, Manesar Bal Bharati Public School IMT Manesar"
188,Project,"3, 5 BHK Flat in Sector 69, Gurgaon","3, 5 BHK Flat in Sector 69, Gurgaon",₹2.35 Cr,,3.0,,3 BHK,2946.0,"2,946 sqft",,,,,,,,,"Finest 3,5 BHK apartments in Sector 69 available for sale in Tulip Yellow. Tulip Yellow is a RERA- registered society and GGM/376/108/2019/70 DATED 14.11.2019 is the RERA registration number. Apartments in Tulip Yellow have SUPER area ranging between 1,704 - 2,946 sqft. Apartment prices in this housing society vary in the range of Rs. 2.35 - 3.83 Cr",,,Nearby : Spaze Corporate Park Ananta Hospital
189,Project,"3, 5 BHK Flat in Sector 69, Gurgaon","3, 5 BHK Flat in Sector 69, Gurgaon",₹3.83 Cr,,5.0,,5 BHK,2946.0,"2,946 sqft",,,,,,,,,"Finest 3,5 BHK apartments in Sector 69 available for sale in Tulip Yellow. Tulip Yellow is a RERA- registered society and GGM/376/108/2019/70 DATED 14.11.2019 is the RERA registration number. Apartments in Tulip Yellow have SUPER area ranging between 1,704 - 2,946 sqft. Apartment prices in this housing society vary in the range of Rs. 2.35 - 3.83 Cr",,,Nearby : Spaze Corporate Park Ananta Hospital
191,Project,"3, 4 BHK Flat in Sector 61, Gurgaon","3, 4 BHK Flat in Sector 61, Gurgaon",₹5.66 Cr,,4.0,,4 BHK,1959.0,"1,959 sqft",,,,,,,,,"Here are beautifully built 3,4 BHK apartments in Sector 61, available for sale at Puri The Aravallis. Puri The Aravallis is a RERA- registered society and GGM/592/324/2022/67 DATED 18.07.2022 is the RERA registration number. Apartments in this complex are available in price range of Rs. 4.53 - 5.66 Cr. Puri The Aravallis apartments are available in multiples sizes, ranging from 1,569 - 1,959 sqft ",,,Nearby : Grand Hyatt Gurgaon Gitanjali International School
192,Project,"3, 4 BHK Flat in Sector 48, Gurgaon","3, 4 BHK Flat in Sector 48, Gurgaon",₹7.57 Cr,,3.0,,3 BHK,2013.0,"2,013 sqft",,,,,,,,,"Looking for your dream home? Explore 3,4 BHK apartments in Sector 48, now available in Experion The Trillion. Prices of apartments in this project, vary between Rs. 7.17 - 7.57 Cr. Experion The Trillion 's RERA registration number is GGM/911/643/2025/14 DATED 11.02.2025. Apartments in Experion The Trillion have CARPET area ranging between 1,906 - 2,013 sqft",,,Nearby : GD Goenka Spaze iTech Park
193,Project,"3, 4 BHK Flat in Sector 48, Gurgaon","3, 4 BHK Flat in Sector 48, Gurgaon",₹7.17 Cr,,4.0,,4 BHK,2013.0,"2,013 sqft",,,,,,,,,"Looking for your dream home? Explore 3,4 BHK apartments in Sector 48, now available in Experion The Trillion. Prices of apartments in this project, vary between Rs. 7.17 - 7.57 Cr. Experion The Trillion 's RERA registration number is GGM/911/643/2025/14 DATED 11.02.2025. Apartments in Experion The Trillion have CARPET area ranging between 1,906 - 2,013 sqft",,,Nearby : GD Goenka Spaze iTech Park
195,Project,"3, 4 BHK Flat in Sector 71, Gurgaon","3, 4 BHK Flat in Sector 71, Gurgaon",₹6.79 Cr,,4.0,,4 BHK,3480.0,"3,480 sqft",,,,,,,,,"Looking for your dream home? Explore 3,4 BHK apartments in Sector 71, now available in Signature Global Cloverdale SPR. Here units have different sizes, mostly in range of 2,095 - 3,480 sqft SUPER area. This society is RERA approved and GGM/955/687/2025/58 DATED 10.06.2025 is the RERA number. This society offers apartments in the price range of Rs. 4.09 - 6.79 Cr",,,Nearby : GD Goenka Public School Spaze iTech Business Park
200,Project,"4, 5 BHK Flat in Sector 42, Gurgaon","4, 5 BHK Flat in Sector 42, Gurgaon",₹65 Cr,,5.0,,5 BHK,10777.0,"10,777 sqft",,,,Ready To Move,,,,,"Finest 4,5 BHK apartments in Sector 42 available for sale in DLF The Magnolias. Here units have different sizes, mostly in range of 5,825 - 10,777 sqft SUPER area. Apartments in this complex are available in price range of Rs. 44.65 - 65 Cr. Apartments at DLF The Magnolias is currently Ready To Move",,,Nearby : Ambience Public School Heritage Intl Xperiential School
205,Project,"3, 4 BHK Flat in Sector 81, Gurgaon","3, 4 BHK Flat in Sector 81, Gurgaon",₹3.49 Cr,,3.0,,3 BHK,3035.0,"3,035 sqft",,,,,,,,,"Choose your dream home from the wide variety of 3,4 BHK apartments in Sector 81, available for sale in DLF The Ultima. DLF The Ultima apartments are available in multiples sizes, ranging from 1,911 - 3,035 sqft SUPER area. The housing society is RERA-registered with GGM/358/90/2019/52 DATED 20.09.2019 registration number. Prices of apartments in this project, vary between Rs. 3.49 - 4.9 Cr",,,Nearby : Miracles Apollo Cradle Hospital Vatika Town Square Mall
207,Project,"3, 4 BHK Flat in Sector 104, Gurgaon","3, 4 BHK Flat in Sector 104, Gurgaon",₹10.5 Cr,,3.0,,3 BHK,2770.0,"2,770 sqft",,,,,,,,,"Beautiful 3,4 BHK apartments in Sector 104, are now available in Delphine Central Park Estates housing project. Apartments in Delphine Central Park Estates have CARPET area ranging between 2,075 - 2,770 sqft. Delphine Central Park Estates 's RERA registration number is GGM/997/729/2025/100 DATED 16.10.2025. Prices of apartments in this project, vary between Rs. 10.5 - 14.4 Cr",,,
208,Project,"3, 4 BHK Flat in Sector 104, Gurgaon","3, 4 BHK Flat in Sector 104, Gurgaon",₹14.4 Cr,,4.0,,4 BHK,2770.0,"2,770 sqft",,,,,,,,,"Beautiful 3,4 BHK apartments in Sector 104, are now available in Delphine Central Park Estates housing project. Apartments in Delphine Central Park Estates have CARPET area ranging between 2,075 - 2,770 sqft. Delphine Central Park Estates 's RERA registration number is GGM/997/729/2025/100 DATED 16.10.2025. Prices of apartments in this project, vary between Rs. 10.5 - 14.4 Cr",,,
212,Project,"3, 4 BHK Flat in Sector 36A, Gurgaon","3, 4 BHK Flat in Sector 36A, Gurgaon",₹7.42 Cr,,4.0,,4 BHK,1899.0,"1,899 sqft",,,,,,,,,"Finest 3,4 BHK apartments in Sector 36A available for sale in Max Estate 360. The housing society is RERA-registered with GGM/860/592/2024/87 DATED 16.08.2024 registration number. Prices of apartments in this project, vary between Rs. 5.48 - 7.42 Cr. Here units have different sizes, mostly in range of 1,404 - 1,899 sqft CARPET area",,,Nearby : Holiday Inn by IHG Miracles Apollo Cradle/Spectra Sec 82
213,Project,"3 BHK Flat in Sector 88A, Gurgaon","3 BHK Flat in Sector 88A, Gurgaon",₹2.4 Cr,,3.0,,3 BHK,1848.0,"1,848 sqft",,,,,,,,,"Looking for your dream home? Explore 3 BHK apartments in Sector 88A, now available in ROF Pravasa. Apartment prices in this housing society vary in the range of Rs. 2.4 Cr. ROF Pravasa is a RERA- registered society and RC/REP/HARERA/GGM/918/650/2025/21 is the RERA registration number. ROF Pravasa has apartments in multiple configurations, in range of 1,848 sqft",,,Nearby : Saint Paul's School Aarvy Healthcare Hospital
